opponent, outcome, home/away, tourn, team1
Marquette, W, A, 0,Purdue
Fairfield, W, H, 0,Purdue
Tennessee, L, N, 0,Purdue
Western Kentucky, L, N, 0,Purdue
Arizona, W, N, 0,Purdue
Louisville, W, H, 0,Purdue
Maryland, W, A, 0,Purdue
Northwestern, W, H, 0,Purdue
Valparaiso, W, H, 0,Purdue
IUPUI, W, H, 0,Purdue
Butler, W, N, 0,Purdue
Tennessee St., W, H, 0,Purdue
Lipscomb, W, H, 0,Purdue
Rutgers, W, H, 0,Purdue
Nebraska, W, H, 0,Purdue
Michigan, W, A, 0,Purdue
Minnesota, W, A, 0,Purdue
Wisconsin, W, H, 0,Purdue
Iowa, W, A, 0,Purdue
Michigan, W, H, 0,Purdue
Indiana, W, A, 0,Purdue
Maryland, W, H, 0,Purdue
Rutgers, W, A, 0,Purdue
Ohio St., L, H, 0,Purdue
Michigan St., L, A, 0,Purdue
Wisconsin, L, A, 0,Purdue
Penn St., W, H, 0,Purdue
Illinois, W, A, 0,Purdue
Minnesota, W, H, 0,Purdue
Rutgers, W, N, 1,Purdue
Penn St., W, N, 1,Purdue
Michigan, L, N, 1,Purdue
Cal St. Fullerton, W, N, 2,Purdue
Butler, W, N, 2,Purdue
Texas Tech, L, N, 2,Purdue
North Florida, W, H, 0,Michigan St.
Duke, L, N, 0,Michigan St.
Stony Brook, W, H, 0,Michigan St.
DePaul, W, N, 0,Michigan St.
Connecticut, W, N, 0,Michigan St.
North Carolina, W, N, 0,Michigan St.
Notre Dame, W, H, 0,Michigan St.
Nebraska, W, H, 0,Michigan St.
Rutgers, W, A, 0,Michigan St.
Southern Utah, W, H, 0,Michigan St.
Oakland, W, N, 0,Michigan St.
Houston Baptist, W, H, 0,Michigan St.
Long Beach St., W, H, 0,Michigan St.
Cleveland St., W, H, 0,Michigan St.
Savannah St., W, H, 0,Michigan St.
Maryland, W, H, 0,Michigan St.
Ohio St., L, A, 0,Michigan St.
Rutgers, W, H, 0,Michigan St.
Michigan, L, H, 0,Michigan St.
Indiana, W, H, 0,Michigan St.
Illinois, W, A, 0,Michigan St.
Wisconsin, W, H, 0,Michigan St.
Maryland, W, A, 0,Michigan St.
Penn St., W, H, 0,Michigan St.
Indiana, W, A, 0,Michigan St.
Iowa, W, A, 0,Michigan St.
Purdue, W, H, 0,Michigan St.
Minnesota, W, A, 0,Michigan St.
Northwestern, W, A, 0,Michigan St.
Illinois, W, H, 0,Michigan St.
Wisconsin, W, A, 0,Michigan St.
Wisconsin, W, N, 1,Michigan St.
Michigan, L, N, 1,Michigan St.
Bucknell, W, N, 2,Michigan St.
Syracuse, L, N, 2,Michigan St.
North Florida, W, H, 0,Michigan
Central Michigan, W, H, 0,Michigan
Southern Miss, W, H, 0,Michigan
LSU, L, N, 0,Michigan
VCU, W, N, 0,Michigan
UC Riverside, W, H, 0,Michigan
North Carolina, L, A, 0,Michigan
Indiana, W, H, 0,Michigan
Ohio St., L, A, 0,Michigan
UCLA, W, H, 0,Michigan
Texas, W, A, 0,Michigan
Detroit, W, N, 0,Michigan
Alabama A&M, W, H, 0,Michigan
Jacksonville, W, H, 0,Michigan
Iowa, W, A, 0,Michigan
Illinois, W, H, 0,Michigan
Purdue, L, H, 0,Michigan
Michigan St., W, A, 0,Michigan
Maryland, W, H, 0,Michigan
Nebraska, L, A, 0,Michigan
Rutgers, W, H, 0,Michigan
Purdue, L, A, 0,Michigan
Northwestern, W, H, 0,Michigan
Minnesota, W, H, 0,Michigan
Northwestern, L, A, 0,Michigan
Wisconsin, W, A, 0,Michigan
Iowa, W, H, 0,Michigan
Ohio St., W, H, 0,Michigan
Penn St., W, A, 0,Michigan
Maryland, W, A, 0,Michigan
Iowa, W, N, 1,Michigan
Nebraska, W, N, 1,Michigan
Michigan St., W, N, 1,Michigan
Purdue, W, N, 1,Michigan
Montana, W, N, 2,Michigan
Houston, W, N, 2,Michigan
Texas A&M, W, N, 2,Michigan
Florida St., W, N, 2,Michigan
Loyola Chicago, W, N, 2,Michigan
Villanova, L, N, 2,Michigan
Northern Iowa, W, H, 0,North Carolina
Bucknell, W, H, 0,North Carolina
Stanford, W, A, 0,North Carolina
Portland, W, A, 0,North Carolina
Arkansas, W, N, 0,North Carolina
Michigan St., L, N, 0,North Carolina
Michigan, W, H, 0,North Carolina
Davidson, W, N, 0,North Carolina
Tulane, W, H, 0,North Carolina
Western Carolina, W, H, 0,North Carolina
Tennessee, W, A, 0,North Carolina
Wofford, L, H, 0,North Carolina
Ohio St., W, N, 0,North Carolina
Wake Forest, W, H, 0,North Carolina
Florida St., L, A, 0,North Carolina
Virginia, L, A, 0,North Carolina
Boston College, W, H, 0,North Carolina
Notre Dame, W, A, 0,North Carolina
Clemson, W, H, 0,North Carolina
Georgia Tech, W, H, 0,North Carolina
Virginia Tech, L, A, 0,North Carolina
North Carolina St., L, H, 0,North Carolina
Clemson, L, A, 0,North Carolina
Pittsburgh, W, H, 0,North Carolina
Duke, W, H, 0,North Carolina
North Carolina St., W, A, 0,North Carolina
Notre Dame, W, H, 0,North Carolina
Louisville, W, A, 0,North Carolina
Syracuse, W, A, 0,North Carolina
Miami FL, L, H, 0,North Carolina
Duke, L, A, 0,North Carolina
Syracuse, W, N, 1,North Carolina
Miami FL, W, N, 1,North Carolina
Duke, W, N, 1,North Carolina
Virginia, L, N, 1,North Carolina
Lipscomb, W, N, 2,North Carolina
Texas A&M, L, N, 2,North Carolina
Tennessee St., W, H, 0,Kansas
Kentucky, W, N, 0,Kansas
South Dakota St., W, H, 0,Kansas
Texas Southern, W, H, 0,Kansas
Oakland, W, H, 0,Kansas
Toledo, W, H, 0,Kansas
Syracuse, W, N, 0,Kansas
Washington, L, H, 0,Kansas
Arizona St., L, H, 0,Kansas
Nebraska, W, A, 0,Kansas
Nebraska Omaha, W, H, 0,Kansas
Stanford, W, N, 0,Kansas
Texas, W, A, 0,Kansas
Texas Tech, L, H, 0,Kansas
TCU, W, A, 0,Kansas
Iowa St., W, H, 0,Kansas
Kansas St., W, H, 0,Kansas
West Virginia, W, A, 0,Kansas
Baylor, W, H, 0,Kansas
Oklahoma, L, A, 0,Kansas
Texas A&M, W, H, 0,Kansas
Kansas St., W, A, 0,Kansas
Oklahoma St., L, H, 0,Kansas
TCU, W, H, 0,Kansas
Baylor, L, A, 0,Kansas
Iowa St., W, A, 0,Kansas
West Virginia, W, H, 0,Kansas
Oklahoma, W, H, 0,Kansas
Texas Tech, W, A, 0,Kansas
Texas, W, H, 0,Kansas
Oklahoma St., L, A, 0,Kansas
Oklahoma St., W, N, 1,Kansas
Kansas St., W, N, 1,Kansas
West Virginia, W, N, 1,Kansas
Penn, W, N, 2,Kansas
Seton Hall, W, N, 2,Kansas
Clemson, W, N, 2,Kansas
Duke, W, N, 2,Kansas
Villanova, L, N, 2,Kansas
Texas Southern, W, H, 0,Gonzaga
Howard, W, H, 0,Gonzaga
Utah St., W, H, 0,Gonzaga
Ohio St., W, N, 0,Gonzaga
Florida, L, N, 0,Gonzaga
Texas, W, N, 0,Gonzaga
Incarnate Word, W, H, 0,Gonzaga
Creighton, W, H, 0,Gonzaga
Villanova, L, N, 0,Gonzaga
Washington, W, A, 0,Gonzaga
North Dakota, W, H, 0,Gonzaga
IUPUI, W, H, 0,Gonzaga
San Diego St., L, A, 0,Gonzaga
Pacific, W, H, 0,Gonzaga
Santa Clara, W, H, 0,Gonzaga
Pepperdine, W, A, 0,Gonzaga
Loyola Marymount, W, A, 0,Gonzaga
Portland, W, H, 0,Gonzaga
San Francisco, W, A, 0,Gonzaga
Saint Mary's, L, H, 0,Gonzaga
Santa Clara, W, A, 0,Gonzaga
Portland, W, A, 0,Gonzaga
San Francisco, W, H, 0,Gonzaga
San Diego, W, H, 0,Gonzaga
BYU, W, H, 0,Gonzaga
Pacific, W, A, 0,Gonzaga
Saint Mary's, W, A, 0,Gonzaga
Loyola Marymount, W, H, 0,Gonzaga
Pepperdine, W, H, 0,Gonzaga
San Diego, W, A, 0,Gonzaga
BYU, W, A, 0,Gonzaga
Loyola Marymount, W, N, 1,Gonzaga
San Francisco, W, N, 1,Gonzaga
BYU, W, N, 1,Gonzaga
UNC Greensboro, W, N, 2,Gonzaga
Ohio St., W, N, 2,Gonzaga
Florida St., L, N, 2,Gonzaga
South Alabama, W, H, 0,Texas Tech
Maine, W, H, 0,Texas Tech
Boston College, W, N, 0,Texas Tech
Northwestern, W, N, 0,Texas Tech
Wofford, W, H, 0,Texas Tech
Savannah St., W, H, 0,Texas Tech
Seton Hall, L, A, 0,Texas Tech
Nevada, W, H, 0,Texas Tech
Kennesaw St., W, H, 0,Texas Tech
Rice, W, H, 0,Texas Tech
Florida Atlantic, W, H, 0,Texas Tech
Abilene Christian, W, H, 0,Texas Tech
Baylor, W, H, 0,Texas Tech
Kansas, W, A, 0,Texas Tech
Kansas St., W, H, 0,Texas Tech
Oklahoma, L, A, 0,Texas Tech
West Virginia, W, H, 0,Texas Tech
Texas, L, A, 0,Texas Tech
Iowa St., L, A, 0,Texas Tech
Oklahoma St., W, H, 0,Texas Tech
South Carolina, W, A, 0,Texas Tech
Texas, W, H, 0,Texas Tech
TCU, W, A, 0,Texas Tech
Iowa St., W, H, 0,Texas Tech
Kansas St., W, A, 0,Texas Tech
Oklahoma, W, H, 0,Texas Tech
Baylor, L, A, 0,Texas Tech
Oklahoma St., L, A, 0,Texas Tech
Kansas, L, H, 0,Texas Tech
West Virginia, L, A, 0,Texas Tech
TCU, W, H, 0,Texas Tech
Texas, W, N, 1,Texas Tech
West Virginia, L, N, 1,Texas Tech
Stephen F. Austin, W, N, 2,Texas Tech
Florida, W, N, 2,Texas Tech
Purdue, W, N, 2,Texas Tech
Villanova, L, N, 2,Texas Tech
Texas A&M, L, N, 0,West Virginia
American, W, H, 0,West Virginia
Morgan St., W, H, 0,West Virginia
Long Beach St., W, H, 0,West Virginia
Marist, W, N, 0,West Virginia
UCF, W, A, 0,West Virginia
Missouri, W, N, 0,West Virginia
NJIT, W, H, 0,West Virginia
Virginia, W, H, 0,West Virginia
Pittsburgh, W, A, 0,West Virginia
Coppin St., W, H, 0,West Virginia
Fordham, W, H, 0,West Virginia
Oklahoma St., W, A, 0,West Virginia
Kansas St., W, A, 0,West Virginia
Oklahoma, W, H, 0,West Virginia
Baylor, W, H, 0,West Virginia
Texas Tech, L, A, 0,West Virginia
Kansas, L, H, 0,West Virginia
Texas, W, H, 0,West Virginia
TCU, L, A, 0,West Virginia
Kentucky, L, H, 0,West Virginia
Iowa St., L, A, 0,West Virginia
Kansas St., W, H, 0,West Virginia
Oklahoma, W, A, 0,West Virginia
Oklahoma St., L, H, 0,West Virginia
TCU, W, H, 0,West Virginia
Kansas, L, A, 0,West Virginia
Baylor, W, A, 0,West Virginia
Iowa St., W, H, 0,West Virginia
Texas Tech, W, H, 0,West Virginia
Texas, L, A, 0,West Virginia
Baylor, W, N, 1,West Virginia
Texas Tech, W, N, 1,West Virginia
Kansas, L, N, 1,West Virginia
Murray St., W, N, 2,West Virginia
Marshall, W, N, 2,West Virginia
Villanova, L, N, 2,West Virginia
Presbyterian, W, H, 0,Tennessee
High Point, W, H, 0,Tennessee
Purdue, W, N, 0,Tennessee
Villanova, L, N, 0,Tennessee
North Carolina St., W, N, 0,Tennessee
Mercer, W, H, 0,Tennessee
Georgia Tech, W, A, 0,Tennessee
Lipscomb, W, H, 0,Tennessee
North Carolina, L, H, 0,Tennessee
Furman, W, H, 0,Tennessee
Wake Forest, W, A, 0,Tennessee
Arkansas, L, A, 0,Tennessee
Auburn, L, H, 0,Tennessee
Kentucky, W, H, 0,Tennessee
Vanderbilt, W, A, 0,Tennessee
Texas A&M, W, H, 0,Tennessee
Missouri, L, A, 0,Tennessee
South Carolina, W, A, 0,Tennessee
Vanderbilt, W, H, 0,Tennessee
Iowa St., W, A, 0,Tennessee
LSU, W, H, 0,Tennessee
Mississippi, W, H, 0,Tennessee
Kentucky, W, A, 0,Tennessee
Alabama, L, A, 0,Tennessee
South Carolina, W, H, 0,Tennessee
Georgia, L, A, 0,Tennessee
Florida, W, H, 0,Tennessee
Mississippi, W, A, 0,Tennessee
Mississippi St., W, A, 0,Tennessee
Georgia, W, H, 0,Tennessee
Mississippi St., W, N, 1,Tennessee
Arkansas, W, N, 1,Tennessee
Kentucky, L, N, 1,Tennessee
Wright St., W, N, 2,Tennessee
Loyola Chicago, L, N, 2,Tennessee
Western Carolina, W, H, 0,Clemson
North Carolina A&T, W, H, 0,Clemson
Ohio, W, N, 0,Clemson
Hofstra, W, N, 0,Clemson
Temple, L, N, 0,Clemson
Texas Southern, W, H, 0,Clemson
Ohio St., W, A, 0,Clemson
UNC Asheville, W, H, 0,Clemson
Samford, W, H, 0,Clemson
Florida, W, A, 0,Clemson
South Carolina, W, H, 0,Clemson
Louisiana Lafayette, W, H, 0,Clemson
North Carolina St., W, H, 0,Clemson
Boston College, W, A, 0,Clemson
Louisville, W, H, 0,Clemson
North Carolina St., L, A, 0,Clemson
Miami FL, W, H, 0,Clemson
North Carolina, L, A, 0,Clemson
Notre Dame, W, H, 0,Clemson
Virginia, L, A, 0,Clemson
Georgia Tech, W, A, 0,Clemson
North Carolina, W, H, 0,Clemson
Wake Forest, W, A, 0,Clemson
Pittsburgh, W, H, 0,Clemson
Florida St., L, A, 0,Clemson
Duke, L, H, 0,Clemson
Virginia Tech, L, A, 0,Clemson
Georgia Tech, W, H, 0,Clemson
Florida St., W, H, 0,Clemson
Syracuse, L, A, 0,Clemson
Boston College, W, N, 1,Clemson
Virginia, L, N, 1,Clemson
New Mexico St., W, N, 2,Clemson
Auburn, W, N, 2,Clemson
Kansas, L, N, 2,Clemson
Morehead St., W, H, 0,Xavier
Rider, W, H, 0,Xavier
Wisconsin, W, A, 0,Xavier
Hampton, W, H, 0,Xavier
George Washington, W, N, 0,Xavier
Arizona St., L, N, 0,Xavier
Baylor, W, H, 0,Xavier
Cincinnati, W, H, 0,Xavier
Kent St., W, H, 0,Xavier
Colorado, W, H, 0,Xavier
East Tennessee St., W, H, 0,Xavier
Marshall, W, H, 0,Xavier
Northern Iowa, W, A, 0,Xavier
Marquette, W, A, 0,Xavier
DePaul, W, H, 0,Xavier
Butler, W, H, 0,Xavier
Providence, L, A, 0,Xavier
Villanova, L, A, 0,Xavier
Creighton, W, H, 0,Xavier
St. John's, W, H, 0,Xavier
Seton Hall, W, A, 0,Xavier
Marquette, W, H, 0,Xavier
St. John's, W, A, 0,Xavier
Georgetown, W, H, 0,Xavier
Butler, W, A, 0,Xavier
Creighton, W, A, 0,Xavier
Seton Hall, W, H, 0,Xavier
Villanova, L, H, 0,Xavier
Georgetown, W, A, 0,Xavier
Providence, W, H, 0,Xavier
DePaul, W, A, 0,Xavier
St. John's, W, A, 1,Xavier
Providence, L, N, 1,Xavier
Texas Southern, W, N, 2,Xavier
Florida St., L, N, 2,Xavier
Robert Morris, W, H, 0,Ohio St.
Radford, W, H, 0,Ohio St.
Texas Southern, W, H, 0,Ohio St.
Northeastern, W, H, 0,Ohio St.
Gonzaga, L, N, 0,Ohio St.
Stanford, W, N, 0,Ohio St.
Butler, L, N, 0,Ohio St.
Clemson, L, H, 0,Ohio St.
Wisconsin, W, A, 0,Ohio St.
Michigan, W, H, 0,Ohio St.
William & Mary, W, H, 0,Ohio St.
Appalachian St., W, H, 0,Ohio St.
The Citadel, W, H, 0,Ohio St.
North Carolina, L, N, 0,Ohio St.
Miami OH, W, H, 0,Ohio St.
Iowa, W, A, 0,Ohio St.
Michigan St., W, H, 0,Ohio St.
Maryland, W, H, 0,Ohio St.
Rutgers, W, A, 0,Ohio St.
Northwestern, W, A, 0,Ohio St.
Minnesota, W, N, 0,Ohio St.
Nebraska, W, H, 0,Ohio St.
Penn St., L, H, 0,Ohio St.
Indiana, W, H, 0,Ohio St.
Illinois, W, H, 0,Ohio St.
Purdue, W, A, 0,Ohio St.
Iowa, W, H, 0,Ohio St.
Penn St., L, A, 0,Ohio St.
Michigan, L, A, 0,Ohio St.
Rutgers, W, H, 0,Ohio St.
Indiana, W, A, 0,Ohio St.
Penn St., L, N, 1,Ohio St.
South Dakota St., W, N, 2,Ohio St.
Gonzaga, L, N, 2,Ohio St.
Utah Valley, W, H, 0,Kentucky
Vermont, W, H, 0,Kentucky
Kansas, L, N, 0,Kentucky
East Tennessee St., W, H, 0,Kentucky
Troy, W, H, 0,Kentucky
Fort Wayne, W, H, 0,Kentucky
Illinois Chicago, W, H, 0,Kentucky
Harvard, W, H, 0,Kentucky
Monmouth, W, N, 0,Kentucky
Virginia Tech, W, H, 0,Kentucky
UCLA, L, N, 0,Kentucky
Louisville, W, H, 0,Kentucky
Georgia, W, H, 0,Kentucky
LSU, W, A, 0,Kentucky
Tennessee, L, A, 0,Kentucky
Texas A&M, W, H, 0,Kentucky
Vanderbilt, W, A, 0,Kentucky
South Carolina, L, A, 0,Kentucky
Florida, L, H, 0,Kentucky
Mississippi St., W, H, 0,Kentucky
West Virginia, W, A, 0,Kentucky
Vanderbilt, W, H, 0,Kentucky
Missouri, L, A, 0,Kentucky
Tennessee, L, H, 0,Kentucky
Texas A&M, L, A, 0,Kentucky
Auburn, L, A, 0,Kentucky
Alabama, W, H, 0,Kentucky
Arkansas, W, A, 0,Kentucky
Missouri, W, H, 0,Kentucky
Mississippi, W, H, 0,Kentucky
Florida, L, A, 0,Kentucky
Georgia, W, N, 1,Kentucky
Alabama, W, N, 1,Kentucky
Tennessee, W, N, 1,Kentucky
Davidson, W, N, 2,Kentucky
Buffalo, W, N, 2,Kentucky
Kansas St., L, N, 2,Kentucky
McNeese St., W, H, 0,Houston
Drexel, L, N, 0,Houston
Liberty, W, A, 0,Houston
Wake Forest, W, N, 0,Houston
Incarnate Word, W, H, 0,Houston
New Orleans, W, H, 0,Houston
Arkansas, W, H, 0,Houston
Fairfield, W, H, 0,Houston
Saint Louis, W, A, 0,Houston
LSU, L, A, 0,Houston
Prairie View A&M, W, H, 0,Houston
Providence, W, N, 0,Houston
South Florida, W, A, 0,Houston
Temple, W, H, 0,Houston
Wichita St., L, A, 0,Houston
Tulsa, W, H, 0,Houston
East Carolina, W, A, 0,Houston
Tulane, L, A, 0,Houston
Wichita St., W, H, 0,Houston
South Florida, W, H, 0,Houston
Cincinnati, L, A, 0,Houston
UCF, W, A, 0,Houston
SMU, W, H, 0,Houston
Tulane, W, H, 0,Houston
Cincinnati, W, H, 0,Houston
Temple, W, A, 0,Houston
Memphis, L, A, 0,Houston
East Carolina, W, H, 0,Houston
SMU, W, A, 0,Houston
Connecticut, W, H, 0,Houston
UCF, W, A, 1,Houston
Wichita St., W, N, 1,Houston
Cincinnati, L, N, 1,Houston
San Diego St., W, N, 2,Houston
Michigan, L, N, 2,Houston
Campbell, W, H, 0,Penn St.
Fairleigh Dickinson, W, H, 0,Penn St.
Montana, W, H, 0,Penn St.
Columbia, W, H, 0,Penn St.
Pittsburgh, W, N, 0,Penn St.
Texas A&M, L, N, 0,Penn St.
Oral Roberts, W, H, 0,Penn St.
North Carolina St., L, A, 0,Penn St.
Iowa, W, A, 0,Penn St.
Wisconsin, L, H, 0,Penn St.
George Washington, W, H, 0,Penn St.
George Mason, W, A, 0,Penn St.
Binghamton, W, H, 0,Penn St.
Rider, L, H, 0,Penn St.
Coppin St., W, H, 0,Penn St.
Maryland, L, A, 0,Penn St.
Northwestern, W, H, 0,Penn St.
Indiana, L, A, 0,Penn St.
Nebraska, W, H, 0,Penn St.
Minnesota, L, H, 0,Penn St.
Northwestern, L, A, 0,Penn St.
Ohio St., W, A, 0,Penn St.
Rutgers, W, H, 0,Penn St.
Michigan St., L, A, 0,Penn St.
Iowa, W, H, 0,Penn St.
Maryland, W, H, 0,Penn St.
Illinois, W, A, 0,Penn St.
Ohio St., W, H, 0,Penn St.
Purdue, L, A, 0,Penn St.
Michigan, L, H, 0,Penn St.
Nebraska, L, A, 0,Penn St.
Northwestern, W, N, 1,Penn St.
Ohio St., W, N, 1,Penn St.
Purdue, L, N, 1,Penn St.
Temple, W, H, 1,Penn St.
Notre Dame, W, A, 1,Penn St.
Marquette, W, A, 1,Penn St.
Mississippi St., W, N, 1,Penn St.
Utah, W, N, 1,Penn St.
Kennesaw St., W, H, 0,Butler
Princeton, W, H, 0,Butler
Maryland, L, A, 0,Butler
Furman, W, H, 0,Butler
Texas, L, N, 0,Butler
Portland St., W, A, 0,Butler
Ohio St., W, N, 0,Butler
Saint Louis, W, H, 0,Butler
Utah, W, H, 0,Butler
Youngstown St., W, H, 0,Butler
Purdue, L, N, 0,Butler
Morehead St., W, H, 0,Butler
Western Illinois, W, H, 0,Butler
Georgetown, W, A, 0,Butler
Villanova, W, H, 0,Butler
Xavier, L, A, 0,Butler
Seton Hall, L, H, 0,Butler
Creighton, L, A, 0,Butler
Marquette, W, H, 0,Butler
Providence, L, A, 0,Butler
DePaul, W, A, 0,Butler
St. John's, W, H, 0,Butler
Marquette, W, A, 0,Butler
DePaul, W, H, 0,Butler
Xavier, L, H, 0,Butler
Villanova, L, A, 0,Butler
Georgetown, L, H, 0,Butler
Providence, W, H, 0,Butler
Creighton, W, H, 0,Butler
St. John's, L, A, 0,Butler
Seton Hall, L, A, 0,Butler
Seton Hall, W, N, 1,Butler
Villanova, L, N, 1,Butler
Arkansas, W, N, 2,Butler
Purdue, L, N, 2,Butler
UMKC, W, H, 0,Wichita St.
College of Charleston, W, H, 0,Wichita St.
California, W, N, 0,Wichita St.
Marquette, W, N, 0,Wichita St.
Notre Dame, L, N, 0,Wichita St.
Savannah St., W, H, 0,Wichita St.
Baylor, W, A, 0,Wichita St.
South Dakota St., W, H, 0,Wichita St.
Oklahoma St., W, A, 0,Wichita St.
Oklahoma, L, H, 0,Wichita St.
Arkansas St., W, H, 0,Wichita St.
Florida Gulf Coast, W, H, 0,Wichita St.
Connecticut, W, A, 0,Wichita St.
Houston, W, H, 0,Wichita St.
South Florida, W, H, 0,Wichita St.
East Carolina, W, A, 0,Wichita St.
Tulsa, W, A, 0,Wichita St.
SMU, L, H, 0,Wichita St.
Houston, L, A, 0,Wichita St.
UCF, W, H, 0,Wichita St.
Tulsa, W, H, 0,Wichita St.
Temple, L, A, 0,Wichita St.
Memphis, W, A, 0,Wichita St.
Connecticut, W, H, 0,Wichita St.
Temple, W, H, 0,Wichita St.
Cincinnati, W, A, 0,Wichita St.
