opponent, outcome, home/away, team1
Missouri, W, A,Kansas
Oklahoma St., W, H,Kansas
Colorado, W, H,Kansas
Texas, W, H,Kansas
Boston University, W, N,Kansas
Illinois, W, N,Kansas
Richmond, W, N,Kansas
VCU, L, N,Kansas
Rhode Island, W, H,Pittsburgh
Illinois Chicago, W, H,Pittsburgh
North Florida, W, H,Pittsburgh
Maryland, W, N,Pittsburgh
Texas, W, N,Pittsburgh
Robert Morris, W, H,Pittsburgh
Penn, W, H,Pittsburgh
Duquesne, W, N,Pittsburgh
Rider, W, H,Pittsburgh
Delaware St., W, H,Pittsburgh
Tennessee, L, H,Pittsburgh
Maryland Eastern Shore, W, H,Pittsburgh
American, W, H,Pittsburgh
Connecticut, W, H,Pittsburgh
Providence, W, A,Pittsburgh
Marquette, W, H,Pittsburgh
Georgetown, W, A,Pittsburgh
Seton Hall, W, H,Pittsburgh
Syracuse, W, H,Pittsburgh
DePaul, W, A,Pittsburgh
Notre Dame, L, H,Pittsburgh
Rutgers, W, A,Pittsburgh
Cincinnati, W, H,Pittsburgh
West Virginia, W, A,Pittsburgh
Villanova, W, A,Pittsburgh
South Florida, W, H,Pittsburgh
St. John's, L, A,Pittsburgh
West Virginia, W, H,Pittsburgh
Louisville, L, A,Pittsburgh
South Florida, W, A,Pittsburgh
Villanova, W, H,Pittsburgh
Connecticut, L, N,Pittsburgh
UNC Asheville, W, N,Pittsburgh
Butler, L, N,Pittsburgh
Navy, W, H,Texas
Louisiana Tech, W, H,Texas
Illinois, W, N,Texas
Pittsburgh, L, N,Texas
Sam Houston St., W, H,Texas
Rice, W, H,Texas
Lamar, W, H,Texas
USC, L, A,Texas
Texas St., W, H,Texas
North Florida, W, H,Texas
North Carolina, W, A,Texas
Michigan St., W, A,Texas
Coppin St., W, H,Texas
Arkansas, W, H,Texas
Connecticut, L, H,Texas
Texas Tech, W, A,Texas
Oklahoma, W, H,Texas
Texas A&M, W, H,Texas
Kansas, W, A,Texas
Oklahoma St., W, A,Texas
Missouri, W, H,Texas
Texas A&M, W, A,Texas
Texas Tech, W, H,Texas
Oklahoma, W, A,Texas
Baylor, W, H,Texas
Oklahoma St., W, H,Texas
Nebraska, L, A,Texas
Iowa St., W, H,Texas
Colorado, L, A,Texas
Kansas St., L, H,Texas
Baylor, W, A,Texas
Oklahoma, W, N,Texas
Texas A&M, W, N,Texas
Kansas, L, A,Texas
Oakland, W, N,Texas
Arizona, L, N,Texas
Prairie View A&M, W, H,Wisconsin
North Dakota, W, H,Wisconsin
UNLV, L, A,Wisconsin
Manhattan, W, N,Wisconsin
Boston College, W, N,Wisconsin
Notre Dame, L, N,Wisconsin
North Carolina St., W, H,Wisconsin
South Dakota, W, H,Wisconsin
Milwaukee, W, H,Wisconsin
Marquette, W, A,Wisconsin
Green Bay, W, H,Wisconsin
Coppin St., W, H,Wisconsin
Minnesota, W, H,Wisconsin
Illinois, L, A,Wisconsin
Michigan, W, H,Wisconsin
Michigan St., L, A,Wisconsin
Illinois, W, H,Wisconsin
Indiana, W, H,Wisconsin
Northwestern, W, A,Wisconsin
Penn St., L, A,Wisconsin
Purdue, W, H,Wisconsin
Michigan St., W, H,Wisconsin
Iowa, W, A,Wisconsin
Ohio St., W, H,Wisconsin
Purdue, L, A,Wisconsin
Penn St., W, H,Wisconsin
Michigan, W, A,Wisconsin
Northwestern, W, H,Wisconsin
Indiana, W, A,Wisconsin
Ohio St., L, A,Wisconsin
Penn St., L, N,Wisconsin
Belmont, W, N,Wisconsin
Kansas St., W, N,Wisconsin
Butler, L, N,Wisconsin
East Tennessee St., W, H,Kentucky
Portland, W, A,Kentucky
Oklahoma, W, N,Kentucky
Washington, W, N,Kentucky
Connecticut, L, N,Kentucky
Boston University, W, H,Kentucky
North Carolina, L, A,Kentucky
Notre Dame, W, H,Kentucky
Indiana, W, H,Kentucky
Mississippi Valley St., W, H,Kentucky
Winthrop, W, H,Kentucky
Coppin St., W, H,Kentucky
Louisville, W, A,Kentucky
Penn, W, H,Kentucky
Georgia, L, A,Kentucky
Auburn, W, H,Kentucky
LSU, W, H,Kentucky
Alabama, L, A,Kentucky
South Carolina, W, A,Kentucky
Georgia, W, H,Kentucky
Mississippi, L, A,Kentucky
Florida, L, A,Kentucky
Tennessee, W, H,Kentucky
Vanderbilt, L, A,Kentucky
Mississippi St., W, H,Kentucky
South Carolina, W, H,Kentucky
Arkansas, L, A,Kentucky
Florida, W, H,Kentucky
Vanderbilt, W, H,Kentucky
Tennessee, W, A,Kentucky
Mississippi, W, N,Kentucky
Alabama, W, N,Kentucky
Florida, W, N,Kentucky
Princeton, W, N,Kentucky
West Virginia, W, N,Kentucky
Ohio St., W, N,Kentucky
North Carolina, W, N,Kentucky
Connecticut, L, N,Kentucky
Long Beach St., W, A,San Diego St.
Gonzaga, W, A,San Diego St.
Green Bay, W, N,San Diego St.
IUPUI, W, N,San Diego St.
Miami OH, W, A,San Diego St.
Saint Mary's, W, H,San Diego St.
Wichita St., W, H,San Diego St.
California, W, A,San Diego St.
San Diego, W, H,San Diego St.
Cal Poly, W, H,San Diego St.
UC Santa Barbara, W, H,San Diego St.
San Francisco, W, N,San Diego St.
IUPUI, W, N,San Diego St.
TCU, W, A,San Diego St.
Utah, W, A,San Diego St.
UNLV, W, H,San Diego St.
New Mexico, W, A,San Diego St.
Air Force, W, H,San Diego St.
BYU, L, A,San Diego St.
Wyoming, W, H,San Diego St.
Colorado St., W, A,San Diego St.
TCU, W, H,San Diego St.
Utah, W, H,San Diego St.
UNLV, W, A,San Diego St.
New Mexico, W, H,San Diego St.
Air Force, W, A,San Diego St.
BYU, L, H,San Diego St.
Wyoming, W, A,San Diego St.
Colorado St., W, H,San Diego St.
Utah, W, N,San Diego St.
UNLV, W, A,San Diego St.
BYU, W, N,San Diego St.
Northern Colorado, W, N,San Diego St.
Temple, W, N,San Diego St.
Connecticut, L, H,San Diego St.
Howard, W, H,Purdue
Alcorn St., W, H,Purdue
Oakland, W, H,Purdue
Austin Peay, W, H,Purdue
Southern Illinois, W, N,Purdue
Richmond, L, N,Purdue
Virginia Tech, W, A,Purdue
Alabama, W, H,Purdue
Valparaiso, W, A,Purdue
North Florida, W, H,Purdue
Indiana St., W, N,Purdue
IPFW, W, H,Purdue
Michigan, W, A,Purdue
Northwestern, W, H,Purdue
Penn St., W, A,Purdue
Iowa, W, H,Purdue
Minnesota, L, A,Purdue
West Virginia, L, A,Purdue
Penn St., W, H,Purdue
Michigan St., W, H,Purdue
Ohio St., L, A,Purdue
Minnesota, W, H,Purdue
Wisconsin, L, A,Purdue
Indiana, W, H,Purdue
Illinois, W, A,Purdue
Wisconsin, W, H,Purdue
Ohio St., W, H,Purdue
Indiana, W, A,Purdue
Michigan St., W, A,Purdue
Illinois, W, H,Purdue
Iowa, L, A,Purdue
Michigan St., L, N,Purdue
Saint Peter's, W, H,Purdue
VCU, L, H,Purdue
Stony Brook, W, H,Connecticut
Vermont, W, H,Connecticut
Wichita St., W, N,Connecticut
Michigan St., W, N,Connecticut
Kentucky, W, N,Connecticut
New Hampshire, W, H,Connecticut
UMBC, W, H,Connecticut
Fairleigh Dickinson, W, H,Connecticut
Coppin St., W, H,Connecticut
Harvard, W, H,Connecticut
Pittsburgh, L, A,Connecticut
South Florida, W, H,Connecticut
Notre Dame, L, A,Connecticut
Texas, W, A,Connecticut
Rutgers, W, H,Connecticut
DePaul, W, A,Connecticut
Villanova, W, H,Connecticut
Tennessee, W, H,Connecticut
Marquette, W, A,Connecticut
Louisville, L, H,Connecticut
Syracuse, L, H,Connecticut
Seton Hall, W, A,Connecticut
St. John's, L, A,Connecticut
Providence, W, H,Connecticut
Georgetown, W, H,Connecticut
Louisville, L, A,Connecticut
Marquette, L, H,Connecticut
Cincinnati, W, A,Connecticut
West Virginia, L, A,Connecticut
Notre Dame, L, H,Connecticut
DePaul, W, N,Connecticut
Georgetown, W, N,Connecticut
Pittsburgh, W, N,Connecticut
Syracuse, W, N,Connecticut
Louisville, W, N,Connecticut
Bucknell, W, N,Connecticut
Cincinnati, W, N,Connecticut
San Diego St., W, A,Connecticut
Arizona, W, N,Connecticut
Kentucky, W, N,Connecticut
Butler, W, N,Connecticut
Georgia Southern, W, H,Notre Dame
Liberty, W, H,Notre Dame
Chicago St., W, H,Notre Dame
Maine, W, H,Notre Dame
Georgia, W, N,Notre Dame
California, W, N,Notre Dame
Wisconsin, W, N,Notre Dame
Indiana St., W, H,Notre Dame
Kentucky, L, A,Notre Dame
Gonzaga, W, H,Notre Dame
Stony Brook, W, H,Notre Dame
UMBC, W, H,Notre Dame
Georgetown, W, H,Notre Dame
Syracuse, L, A,Notre Dame
Connecticut, W, H,Notre Dame
St. John's, W, H,Notre Dame
Marquette, L, A,Notre Dame
St. John's, L, A,Notre Dame
Cincinnati, W, H,Notre Dame
Marquette, W, H,Notre Dame
Pittsburgh, W, A,Notre Dame
DePaul, W, A,Notre Dame
Rutgers, W, H,Notre Dame
Louisville, W, H,Notre Dame
South Florida, W, A,Notre Dame
West Virginia, L, A,Notre Dame
Providence, W, A,Notre Dame
Seton Hall, W, H,Notre Dame
Villanova, W, H,Notre Dame
Connecticut, W, A,Notre Dame
Cincinnati, W, N,Notre Dame
Louisville, L, N,Notre Dame
Akron, W, H,Notre Dame
Florida St., L, H,Notre Dame
Fresno St., W, H,BYU
Utah St., W, H,BYU
Chicago St., W, H,BYU
Mississippi Valley St., W, H,BYU
South Florida, W, N,BYU
Saint Mary's, W, N,BYU
Creighton, W, A,BYU
Hawaii, W, H,BYU
Vermont, W, N,BYU
Arizona, W, H,BYU
UCLA, L, A,BYU
Weber St., W, A,BYU
UTEP, W, H,BYU
Buffalo, W, A,BYU
UNLV, W, A,BYU
Air Force, W, H,BYU
Utah, W, A,BYU
TCU, W, H,BYU
Colorado St., W, A,BYU
San Diego St., W, H,BYU
New Mexico, L, A,BYU
Wyoming, W, A,BYU
UNLV, W, H,BYU
Air Force, W, A,BYU
Utah, W, H,BYU
TCU, W, A,BYU
Colorado St., W, H,BYU
San Diego St., W, A,BYU
New Mexico, L, H,BYU
Wyoming, W, H,BYU
TCU, W, N,BYU
New Mexico, W, N,BYU
San Diego St., L, N,BYU
Wofford, W, N,BYU
Gonzaga, W, N,BYU
Florida, L, N,BYU
Northern Iowa, W, H,Syracuse
Canisius, W, H,Syracuse
Detroit, W, H,Syracuse
William & Mary, W, H,Syracuse
Michigan, W, N,Syracuse
Georgia Tech, W, N,Syracuse
Cornell, W, H,Syracuse
North Carolina St., W, H,Syracuse
Michigan St., W, H,Syracuse
Colgate, W, H,Syracuse
Iona, W, H,Syracuse
Morgan St., W, H,Syracuse
Drexel, W, H,Syracuse
Providence, W, H,Syracuse
Notre Dame, W, H,Syracuse
Seton Hall, W, A,Syracuse
St. John's, W, A,Syracuse
Cincinnati, W, H,Syracuse
Pittsburgh, L, A,Syracuse
Villanova, L, H,Syracuse
Seton Hall, L, H,Syracuse
Marquette, L, A,Syracuse
Connecticut, W, A,Syracuse
South Florida, W, A,Syracuse
Georgetown, L, H,Syracuse
Louisville, L, A,Syracuse
West Virginia, W, H,Syracuse
Rutgers, W, H,Syracuse
Villanova, W, A,Syracuse
Georgetown, W, A,Syracuse
DePaul, W, H,Syracuse
St. John's, W, A,Syracuse
Connecticut, L, N,Syracuse
Indiana St., W, N,Syracuse
Marquette, L, N,Syracuse
Butler, W, H,Louisville
Jackson St., W, H,Louisville
Chattanooga, W, H,Louisville
Marshall, W, H,Louisville
FIU, W, H,Louisville
South Alabama, W, H,Louisville
San Francisco, W, H,Louisville
UNLV, W, H,Louisville
Drexel, L, H,Louisville
Gardner Webb, W, H,Louisville
Western Kentucky, W, A,Louisville
Morgan St., W, H,Louisville
Kentucky, L, H,Louisville
Seton Hall, W, H,Louisville
South Florida, W, A,Louisville
Villanova, L, A,Louisville
Marquette, W, H,Louisville
St. John's, W, H,Louisville
Providence, L, A,Louisville
West Virginia, W, H,Louisville
Connecticut, W, A,Louisville
Georgetown, L, A,Louisville
DePaul, W, H,Louisville
Notre Dame, L, A,Louisville
Syracuse, W, H,Louisville
Cincinnati, L, A,Louisville
Connecticut, W, H,Louisville
Rutgers, W, A,Louisville
Pittsburgh, W, H,Louisville
Providence, W, H,Louisville
West Virginia, L, A,Louisville
Marquette, W, N,Louisville
Notre Dame, W, N,Louisville
Connecticut, L, N,Louisville
Morehead St., L, N,Louisville
Lipscomb, W, H,North Carolina
Hofstra, W, N,North Carolina
Minnesota, L, N,North Carolina
Vanderbilt, L, N,North Carolina
UNC Asheville, W, H,North Carolina
College of Charleston, W, H,North Carolina
Illinois, L, A,North Carolina
Kentucky, W, H,North Carolina
Evansville, W, A,North Carolina
Long Beach St., W, H,North Carolina
Texas, L, H,North Carolina
William & Mary, W, H,North Carolina
Rutgers, W, A,North Carolina
St. Francis PA, W, H,North Carolina
Virginia, W, A,North Carolina
Virginia Tech, W, H,North Carolina
Georgia Tech, L, A,North Carolina
Clemson, W, H,North Carolina
Miami FL, W, A,North Carolina
North Carolina St., W, H,North Carolina
Boston College, W, A,North Carolina
Florida St., W, H,North Carolina
Duke, L, A,North Carolina
Clemson, W, A,North Carolina
Wake Forest, W, H,North Carolina
Boston College, W, H,North Carolina
North Carolina St., W, A,North Carolina
Maryland, W, H,North Carolina
Florida St., W, A,North Carolina
Duke, W, H,North Carolina
Miami FL, W, H,North Carolina
Clemson, W, H,North Carolina
Duke, L, N,North Carolina
LIU Brooklyn, W, H,North Carolina
Washington, W, H,North Carolina
Marquette, W, N,North Carolina
Kentucky, L, N,North Carolina
McNeese St., W, H,Washington
Eastern Washington, W, H,Washington
Virginia, W, N,Washington
Kentucky, L, N,Washington
Michigan St., L, N,Washington
Long Beach St., W, H,Washington
Texas Tech, W, H,Washington
Portland, W, H,Washington
Texas A&M, L, A,Washington
San Francisco, W, H,Washington
Nevada, W, H,Washington
USC, W, A,Washington
UCLA, W, A,Washington
Oregon, W, H,Washington
Oregon St., W, H,Washington
Stanford, L, A,Washington
California, W, A,Washington
Arizona, W, H,Washington
Arizona St., W, H,Washington
Washington St., L, A,Washington
Oregon St., L, A,Washington
Oregon, L, A,Washington
California, W, H,Washington
Stanford, W, H,Washington
Arizona St., W, A,Washington
Arizona, L, A,Washington
Seattle, W, A,Washington
Washington St., L, H,Washington
UCLA, W, H,Washington
USC, L, H,Washington
Washington St., W, N,Washington
Oregon, W, N,Washington
Arizona, W, N,Washington
Georgia, W, N,Washington
North Carolina, L, A,Washington
UNC Wilmington, W, H,Florida
Ohio St., L, H,Florida
North Carolina A&T, W, H,Florida
Morehead St., W, H,Florida
Florida Atlantic, W, H,Florida
Florida St., W, A,Florida
UCF, L, A,Florida
American, W, A,Florida
Kent St., W, H,Florida
Kansas St., W, H,Florida
Jacksonville, L, H,Florida
Radford, W, H,Florida
Xavier, W, A,Florida
Rhode Island, W, H,Florida
Mississippi, W, H,Florida
Tennessee, W, A,Florida
South Carolina, L, H,Florida
Auburn, W, A,Florida
Arkansas, W, H,Florida
Georgia, W, A,Florida
Mississippi St., L, A,Florida
Vanderbilt, W, H,Florida
Kentucky, W, H,Florida
South Carolina, W, A,Florida
Tennessee, W, H,Florida
LSU, W, A,Florida
Georgia, W, H,Florida
Kentucky, L, A,Florida
Alabama, W, H,Florida
Vanderbilt, W, A,Florida
Tennessee, W, N,Florida
Vanderbilt, W, N,Florida
Kentucky, L, N,Florida
UC Santa Barbara, W, H,Florida
UCLA, W, H,Florida
BYU, W, N,Florida
Butler, L, N,Florida
UC Irvine, W, H,Illinois
Toledo, W, H,Illinois
Southern Illinois, W, H,Illinois
Texas, L, N,Illinois
Maryland, W, N,Illinois
Yale, W, H,Illinois
Western Michigan, W, A,Illinois
North Carolina, W, H,Illinois
Gonzaga, W, A,Illinois
Oakland, W, H,Illinois
Northern Colorado, W, H,Illinois
Illinois Chicago, L, N,Illinois
Missouri, L, N,Illinois
Iowa, W, A,Illinois
Wisconsin, W, H,Illinois
Northwestern, W, H,Illinois
Penn St., L, A,Illinois
Wisconsin, L, A,Illinois
Michigan St., W, H,Illinois
Ohio St., L, H,Illinois
Indiana, L, A,Illinois
Penn St., W, H,Illinois
Northwestern, L, A,Illinois
Minnesota, W, A,Illinois
Purdue, L, H,Illinois
Michigan, W, H,Illinois
Michigan St., L, A,Illinois
Ohio St., L, A,Illinois
Iowa, W, H,Illinois
Purdue, L, A,Illinois
Indiana, W, H,Illinois
Michigan, L, N,Illinois
UNLV, W, N,Illinois
Kansas, L, N,Illinois
Oakland, W, H,West Virginia
Davidson, W, N,West Virginia
Vanderbilt, W, N,West Virginia
Minnesota, L, N,West Virginia
VMI, W, H,West Virginia
American, W, H,West Virginia
Miami FL, L, A,West Virginia
Robert Morris, W, H,West Virginia
Duquesne, W, A,West Virginia
Cleveland St., W, H,West Virginia
St. John's, L, H,West Virginia
Marquette, L, A,West Virginia
DePaul, W, A,West Virginia
Georgetown, W, A,West Virginia
Providence, W, H,West Virginia
Purdue, W, H,West Virginia
Marshall, L, N,West Virginia
South Florida, W, H,West Virginia
Louisville, L, A,West Virginia
Cincinnati, W, A,West Virginia
Seton Hall, W, H,West Virginia
Villanova, L, A,West Virginia
Pittsburgh, L, H,West Virginia
DePaul, W, H,West Virginia
Syracuse, L, A,West Virginia
Notre Dame, W, H,West Virginia
Pittsburgh, L, A,West Virginia
Rutgers, W, A,West Virginia
Connecticut, W, H,West Virginia
Louisville, W, H,West Virginia
Marquette, L, N,West Virginia
Clemson, W, N,West Virginia
Kentucky, L, N,West Virginia
Idaho St., W, H,Arizona
New Mexico St., W, H,Arizona
Northern Colorado, W, H,Arizona
Bethune Cookman, W, H,Arizona
Santa Clara, W, N,Arizona
Kansas, L, N,Arizona
Rice, W, A,Arizona
Oklahoma, W, H,Arizona
Cal St. Fullerton, W, H,Arizona
BYU, L, A,Arizona
Northern Arizona, W, H,Arizona
North Carolina St., W, A,Arizona
Robert Morris, W, H,Arizona
Oregon, W, A,Arizona
Oregon St., L, A,Arizona
California, W, H,Arizona
Stanford, W, H,Arizona
Arizona St., W, H,Arizona
Washington, L, A,Arizona
Washington St., W, A,Arizona
UCLA, W, H,Arizona
USC, W, H,Arizona
Stanford, W, A,Arizona
California, W, A,Arizona
Arizona St., W, A,Arizona
Washington St., W, H,Arizona
Washington, W, H,Arizona
USC, L, A,Arizona
UCLA, L, A,Arizona
Oregon St., W, H,Arizona
Oregon, W, H,Arizona
Oregon St., W, N,Arizona
USC, W, A,Arizona
Washington, L, N,Arizona
Memphis, W, N,Arizona
Texas, W, N,Arizona
Duke, W, N,Arizona
Connecticut, L, N,Arizona
Mount St. Mary's, W, H,Cincinnati
IPFW, W, H,Cincinnati
Florida A&M, W, H,Cincinnati
Savannah St., W, H,Cincinnati
Dayton, W, H,Cincinnati
Wright St., W, H,Cincinnati
Toledo, W, A,Cincinnati
Utah Valley, W, H,Cincinnati
Georgia Southern, W, H,Cincinnati
Oklahoma, W, A,Cincinnati
Miami OH, W, A,Cincinnati
St. Francis PA, W, H,Cincinnati
DePaul, W, H,Cincinnati
Seton Hall, W, H,Cincinnati
Xavier, W, H,Cincinnati
Villanova, L, A,Cincinnati
South Florida, W, H,Cincinnati
Syracuse, L, A,Cincinnati
Notre Dame, L, A,Cincinnati
St. John's, W, A,Cincinnati
Rutgers, W, H,Cincinnati
West Virginia, L, H,Cincinnati
Pittsburgh, L, A,Cincinnati
DePaul, W, A,Cincinnati
St. John's, L, H,Cincinnati
Louisville, W, H,Cincinnati
Providence, W, A,Cincinnati
Georgetown, W, A,Cincinnati
Connecticut, L, H,Cincinnati
Marquette, W, A,Cincinnati
Georgetown, W, H,Cincinnati
South Florida, W, N,Cincinnati
Notre Dame, L, N,Cincinnati
Missouri, W, N,Cincinnati
Connecticut, L, N,Cincinnati
Weber St., W, H,Utah St.
BYU, L, A,Utah St.
Southern Utah, W, A,Utah St.
Utah, W, H,Utah St.
Northeastern, W, H,Utah St.
Denver, W, A,Utah St.
Georgetown, L, A,Utah St.
Long Beach St., W, H,Utah St.
Cal St. Bakersfield, W, H,Utah St.
Utah Valley, W, A,Utah St.
Idaho St., W, H,Utah St.
Western Michigan, W, H,Utah St.
Troy, W, H,Utah St.
Hawaii, W, H,Utah St.
San Jose St., W, H,Utah St.
Nevada, W, A,Utah St.
Boise St., W, A,Utah St.
Fresno St., W, A,Utah St.
Louisiana Tech, W, H,Utah St.
New Mexico St., W, H,Utah St.
San Jose St., W, A,Utah St.
Hawaii, W, A,Utah St.
Nevada, W, H,Utah St.
Boise St., W, H,Utah St.
Idaho, L, A,Utah St.
Fresno St., W, H,Utah St.
Saint Mary's, W, A,Utah St.
Idaho, W, H,Utah St.
New Mexico St., W, A,Utah St.
Louisiana Tech, W, A,Utah St.
San Jose St., W, N,Utah St.
Boise St., W, N,Utah St.
Kansas St., L, N,Utah St.
Tennessee, L, A,Belmont
Arkansas St., W, N,Belmont
Marist, W, N,Belmont
Winthrop, W, N,Belmont
Tennessee St., W, A,Belmont
Mercer, W, H,Belmont
Vanderbilt, L, A,Belmont
Middle Tennessee, W, H,Belmont
Kennesaw St., W, H,Belmont
Troy, W, A,Belmont
Alabama St., W, A,Belmont
Tennessee, L, A,Belmont
Miami OH, W, H,Belmont
Florida Gulf Coast, W, A,Belmont
Stetson, W, A,Belmont
North Florida, W, H,Belmont
Jacksonville, W, H,Belmont
Lipscomb, W, H,Belmont
Campbell, W, H,Belmont
USC Upstate, W, A,Belmont
East Tennessee St., W, A,Belmont
Lipscomb, L, A,Belmont
Florida Gulf Coast, W, H,Belmont
Stetson, W, H,Belmont
Jacksonville, W, A,Belmont
North Florida, W, A,Belmont
Campbell, W, A,Belmont
East Tennessee St., W, H,Belmont
USC Upstate, W, H,Belmont
Mercer, W, A,Belmont
Kennesaw St., W, A,Belmont
Kennesaw St., W, N,Belmont
Mercer, W, A,Belmont
North Florida, W, N,Belmont
Wisconsin, L, N,Belmont
Harvard, W, H,George Mason
Charlotte, W, N,George Mason
North Carolina St., L, N,George Mason
Wofford, L, N,George Mason
Radford, W, H,George Mason
Florida Atlantic, W, H,George Mason
George Washington, W, H,George Mason
UNC Wilmington, W, H,George Mason
Loyola MD, W, H,George Mason
Liberty, W, A,George Mason
Duquesne, W, A,George Mason
Dayton, L, A,George Mason
Delaware, W, H,George Mason
Hofstra, L, A,George Mason
Old Dominion, L, A,George Mason
Northeastern, W, A,George Mason
Georgia St., W, H,George Mason
Drexel, W, H,George Mason
James Madison, W, A,George Mason
Delaware, W, A,George Mason
Towson, W, H,George Mason
William & Mary, W, A,George Mason
Hofstra, W, H,George Mason
Old Dominion, W, H,George Mason
UNC Wilmington, W, A,George Mason
James Madison, W, H,George Mason
VCU, W, A,George Mason
Northern Iowa, W, A,George Mason
Northeastern, W, H,George Mason
Georgia St., W, A,George Mason
Georgia St., W, N,George Mason
VCU, L, A,George Mason
Villanova, W, N,George Mason
Ohio St., L, A,George Mason
Western Carolina, W, H,Clemson
Wofford, W, H,Clemson
Long Beach St., W, N,Clemson
Old Dominion, L, N,Clemson
Seton Hall, W, N,Clemson
South Carolina St., W, H,Clemson
Michigan, L, H,Clemson
South Carolina, L, A,Clemson
Florida St., L, A,Clemson
Savannah St., W, H,Clemson
UNC Greensboro, W, H,Clemson
College of Charleston, W, A,Clemson
Delaware St., W, H,Clemson
East Carolina, W, H,Clemson
The Citadel, W, H,Clemson
Miami FL, W, H,Clemson
Georgia Tech, W, H,Clemson
North Carolina, L, A,Clemson
Maryland, L, A,Clemson
North Carolina St., W, H,Clemson
Florida St., W, H,Clemson
Virginia, L, A,Clemson
Georgia Tech, W, A,Clemson
Boston College, W, H,Clemson
North Carolina, L, H,Clemson
North Carolina St., L, A,Clemson
Miami FL, W, A,Clemson
Wake Forest, W, H,Clemson
Duke, L, A,Clemson
Virginia Tech, W, H,Clemson
Boston College, W, N,Clemson
North Carolina, L, A,Clemson
UAB, W, N,Clemson
West Virginia, L, N,Clemson
Prairie View A&M, W, H,Marquette
Bucknell, W, H,Marquette
Green Bay, W, H,Marquette
South Dakota, W, H,Marquette
Duke, L, N,Marquette
Gonzaga, L, N,Marquette
Milwaukee, W, A,Marquette
Longwood, W, H,Marquette
Texas A&M Corpus Chris, W, H,Marquette
Wisconsin, L, H,Marquette
Centenary, W, H,Marquette
Mississippi Valley St., W, H,Marquette
Vanderbilt, L, A,Marquette
West Virginia, W, H,Marquette
Rutgers, W, A,Marquette
Pittsburgh, L, A,Marquette
Notre Dame, W, H,Marquette
Louisville, L, A,Marquette
DePaul, W, H,Marquette
Notre Dame, L, A,Marquette
