opponent, outcome, home/away, team1
North Carolina St., W, N,Duke
Notre Dame, L, H,Duke
Robert Morris, W, N,Duke
San Diego St., W, N,Duke
Utah, W, N,Duke
Gonzaga, W, N,Duke
Michigan St., W, N,Duke
Wisconsin, W, N,Duke
Mount St. Mary's, W, H,Arizona
Cal St. Northridge, W, H,Arizona
UC Irvine, W, H,Arizona
Missouri, W, N,Arizona
Kansas St., W, N,Arizona
San Diego St., W, N,Arizona
Gardner Webb, W, H,Arizona
Gonzaga, W, H,Arizona
Utah Valley, W, H,Arizona
Michigan, W, H,Arizona
Oakland, W, H,Arizona
UTEP, W, A,Arizona
UNLV, L, A,Arizona
Arizona St., W, H,Arizona
Oregon, W, A,Arizona
Oregon St., L, A,Arizona
Colorado, W, H,Arizona
Utah, W, H,Arizona
Stanford, W, A,Arizona
California, W, A,Arizona
Oregon, W, H,Arizona
Oregon St., W, H,Arizona
Arizona St., L, A,Arizona
Washington, W, A,Arizona
Washington St., W, A,Arizona
USC, W, H,Arizona
UCLA, W, H,Arizona
Colorado, W, A,Arizona
Utah, W, A,Arizona
California, W, H,Arizona
Stanford, W, H,Arizona
California, W, N,Arizona
UCLA, W, N,Arizona
Oregon, W, N,Arizona
Texas Southern, W, N,Arizona
Ohio St., W, N,Arizona
Xavier, W, N,Arizona
Wisconsin, L, N,Arizona
Lehigh, W, A,Villanova
Maryland Eastern Shore, W, H,Villanova
Bucknell, W, H,Villanova
VCU, W, N,Villanova
Michigan, W, N,Villanova
Delaware, W, H,Villanova
La Salle, W, A,Villanova
Saint Joseph's, W, H,Villanova
Illinois, W, N,Villanova
Temple, W, H,Villanova
Syracuse, W, H,Villanova
NJIT, W, H,Villanova
Butler, W, H,Villanova
Seton Hall, L, A,Villanova
St. John's, W, A,Villanova
DePaul, W, H,Villanova
Xavier, W, H,Villanova
Penn, W, A,Villanova
Georgetown, L, A,Villanova
Creighton, W, H,Villanova
DePaul, W, A,Villanova
Marquette, W, H,Villanova
Georgetown, W, H,Villanova
Providence, W, A,Villanova
Butler, W, A,Villanova
Seton Hall, W, H,Villanova
Marquette, W, A,Villanova
Providence, W, H,Villanova
Xavier, W, A,Villanova
Creighton, W, A,Villanova
St. John's, W, H,Villanova
Marquette, W, N,Villanova
Providence, W, N,Villanova
Xavier, W, N,Villanova
Lafayette, W, N,Villanova
North Carolina St., L, N,Villanova
James Madison, W, A,Virginia
Norfolk St., W, H,Virginia
South Carolina St., W, H,Virginia
George Washington, W, H,Virginia
Tennessee St., W, H,Virginia
La Salle, W, N,Virginia
Rutgers, W, N,Virginia
Maryland, W, A,Virginia
VCU, W, A,Virginia
Cleveland St., W, H,Virginia
Harvard, W, H,Virginia
Davidson, W, H,Virginia
Miami FL, W, A,Virginia
North Carolina St., W, H,Virginia
Notre Dame, W, A,Virginia
Clemson, W, H,Virginia
Boston College, W, A,Virginia
Georgia Tech, W, H,Virginia
Virginia Tech, W, A,Virginia
Duke, L, H,Virginia
North Carolina, W, A,Virginia
Louisville, W, H,Virginia
North Carolina St., W, A,Virginia
Wake Forest, W, H,Virginia
Pittsburgh, W, H,Virginia
Florida St., W, H,Virginia
Wake Forest, W, A,Virginia
Virginia Tech, W, H,Virginia
Syracuse, W, A,Virginia
Louisville, L, A,Virginia
Florida St., W, N,Virginia
North Carolina, L, A,Virginia
Belmont, W, N,Virginia
Michigan St., L, N,Virginia
Sacramento St., W, H,Gonzaga
SMU, W, H,Gonzaga
Saint Joseph's, W, H,Gonzaga
Georgia, W, N,Gonzaga
St. John's, W, A,Gonzaga
Southeastern Louisiana, W, H,Gonzaga
Arizona, L, A,Gonzaga
Washington St., W, H,Gonzaga
UCLA, W, A,Gonzaga
Texas Southern, W, H,Gonzaga
Cal Poly, W, H,Gonzaga
BYU, W, A,Gonzaga
San Diego, W, A,Gonzaga
Portland, W, A,Gonzaga
San Francisco, W, H,Gonzaga
Santa Clara, W, H,Gonzaga
Pepperdine, W, A,Gonzaga
Loyola Marymount, W, A,Gonzaga
Saint Mary's, W, H,Gonzaga
Pacific, W, H,Gonzaga
Portland, W, H,Gonzaga
Memphis, W, H,Gonzaga
Santa Clara, W, A,Gonzaga
San Francisco, W, A,Gonzaga
Loyola Marymount, W, H,Gonzaga
Pepperdine, W, H,Gonzaga
Pacific, W, A,Gonzaga
Saint Mary's, W, A,Gonzaga
San Diego, W, H,Gonzaga
BYU, L, H,Gonzaga
San Francisco, W, N,Gonzaga
Pepperdine, W, N,Gonzaga
BYU, W, N,Gonzaga
North Dakota St., W, N,Gonzaga
Iowa, W, N,Gonzaga
UCLA, W, N,Gonzaga
Duke, L, N,Gonzaga
Ball St., W, H,Utah
San Diego St., L, A,Utah
UC Riverside, W, H,Utah
Texas Pan American, W, H,Utah
North Dakota, W, H,Utah
Alabama St., W, H,Utah
Wichita St., W, H,Utah
BYU, W, A,Utah
Kansas, L, A,Utah
UNLV, W, A,Utah
South Dakota St., W, H,Utah
USC, W, H,Utah
UCLA, W, H,Utah
Colorado, W, H,Utah
Arizona St., W, A,Utah
Arizona, L, A,Utah
Washington St., W, H,Utah
Washington, W, H,Utah
UCLA, L, A,Utah
USC, W, A,Utah
Colorado, W, A,Utah
Stanford, W, H,Utah
California, W, H,Utah
Oregon St., W, A,Utah
Oregon, L, A,Utah
Arizona St., W, H,Utah
Arizona, L, H,Utah
Washington St., W, A,Utah
Washington, L, A,Utah
Stanford, W, N,Utah
Oregon, L, N,Utah
Stephen F. Austin, W, N,Utah
Georgetown, W, N,Utah
Duke, L, N,Utah
Binghamton, W, H,Notre Dame
Navy, W, H,Notre Dame
Coppin St., W, H,Notre Dame
Massachusetts, W, N,Notre Dame
Providence, L, N,Notre Dame
Grambling St., W, H,Notre Dame
Chicago St., W, H,Notre Dame
Michigan St., W, H,Notre Dame
Fairleigh Dickinson, W, H,Notre Dame
Mount St. Mary's, W, H,Notre Dame
Florida St., W, H,Notre Dame
Purdue, W, N,Notre Dame
Northern Illinois, W, H,Notre Dame
Hartford, W, H,Notre Dame
Georgia Tech, W, H,Notre Dame
North Carolina, W, A,Notre Dame
Virginia, L, H,Notre Dame
Georgia Tech, W, A,Notre Dame
Miami FL, W, H,Notre Dame
Virginia Tech, W, A,Notre Dame
North Carolina St., W, A,Notre Dame
Duke, W, H,Notre Dame
Pittsburgh, L, A,Notre Dame
Boston College, W, H,Notre Dame
Duke, L, A,Notre Dame
Clemson, W, A,Notre Dame
Wake Forest, W, H,Notre Dame
Boston College, W, A,Notre Dame
Syracuse, L, H,Notre Dame
Louisville, W, A,Notre Dame
Clemson, W, H,Notre Dame
Miami FL, W, N,Notre Dame
Duke, W, A,Notre Dame
North Carolina, W, A,Notre Dame
Northeastern, W, N,Notre Dame
Butler, W, N,Notre Dame
Wichita St., W, N,Notre Dame
Kentucky, L, N,Notre Dame
North Carolina Central, W, H,North Carolina
Robert Morris, W, H,North Carolina
Davidson, W, N,North Carolina
Butler, L, N,North Carolina
UCLA, W, N,North Carolina
Florida, W, N,North Carolina
Iowa, L, H,North Carolina
East Carolina, W, H,North Carolina
Kentucky, L, A,North Carolina
UNC Greensboro, W, A,North Carolina
Ohio St., W, N,North Carolina
UAB, W, H,North Carolina
William & Mary, W, H,North Carolina
Clemson, W, A,North Carolina
Notre Dame, L, H,North Carolina
Louisville, W, H,North Carolina
North Carolina St., W, A,North Carolina
Virginia Tech, W, H,North Carolina
Wake Forest, W, A,North Carolina
Florida St., W, H,North Carolina
Syracuse, W, H,North Carolina
Louisville, L, A,North Carolina
Virginia, L, H,North Carolina
Boston College, W, A,North Carolina
Pittsburgh, L, A,North Carolina
Duke, L, A,North Carolina
Georgia Tech, W, H,North Carolina
North Carolina St., L, H,North Carolina
Miami FL, W, A,North Carolina
Georgia Tech, W, A,North Carolina
Duke, L, H,North Carolina
Boston College, W, H,North Carolina
Louisville, W, H,North Carolina
Virginia, W, H,North Carolina
Notre Dame, L, H,North Carolina
Harvard, W, N,North Carolina
Arkansas, W, N,North Carolina
Wisconsin, L, N,North Carolina
Southeastern Louisiana, W, H,Oklahoma
Creighton, L, A,Oklahoma
Northwestern St., W, H,Oklahoma
UCLA, W, N,Oklahoma
Butler, W, N,Oklahoma
Wisconsin, L, N,Oklahoma
Missouri, W, H,Oklahoma
Tulsa, W, A,Oklahoma
Oral Roberts, W, H,Oklahoma
Washington, L, N,Oklahoma
Weber St., W, H,Oklahoma
George Mason, W, H,Oklahoma
Baylor, W, H,Oklahoma
Texas, W, A,Oklahoma
Kansas St., L, H,Oklahoma
West Virginia, L, A,Oklahoma
Oklahoma St., W, H,Oklahoma
Kansas, L, A,Oklahoma
Baylor, L, A,Oklahoma
Texas Tech, W, H,Oklahoma
Oklahoma St., W, A,Oklahoma
West Virginia, W, H,Oklahoma
TCU, W, A,Oklahoma
Iowa St., W, H,Oklahoma
Kansas St., L, A,Oklahoma
Texas, W, H,Oklahoma
Texas Tech, W, A,Oklahoma
TCU, W, H,Oklahoma
Iowa St., L, A,Oklahoma
Kansas, W, H,Oklahoma
Oklahoma St., W, N,Oklahoma
Iowa St., L, N,Oklahoma
Albany, W, N,Oklahoma
Dayton, W, N,Oklahoma
Michigan St., L, N,Oklahoma
UC Santa Barbara, W, H,Kansas
Kentucky, L, N,Kansas
Rider, W, H,Kansas
Rhode Island, W, N,Kansas
Tennessee, W, N,Kansas
Michigan St., W, N,Kansas
Florida, W, H,Kansas
Georgetown, W, A,Kansas
Utah, W, H,Kansas
Lafayette, W, H,Kansas
Temple, L, A,Kansas
Kent St., W, H,Kansas
UNLV, W, H,Kansas
Baylor, W, A,Kansas
Texas Tech, W, H,Kansas
Oklahoma St., W, H,Kansas
Iowa St., L, A,Kansas
Oklahoma, W, H,Kansas
Texas, W, A,Kansas
TCU, W, A,Kansas
Kansas St., W, H,Kansas
Iowa St., W, H,Kansas
Oklahoma St., L, A,Kansas
Texas Tech, W, A,Kansas
Baylor, W, H,Kansas
West Virginia, L, A,Kansas
TCU, W, H,Kansas
Kansas St., L, A,Kansas
Texas, W, H,Kansas
West Virginia, W, H,Kansas
Oklahoma, L, A,Kansas
TCU, W, H,Kansas
Baylor, W, H,Kansas
Iowa St., L, H,Kansas
New Mexico St., W, N,Kansas
Wichita St., L, N,Kansas
New Mexico St., W, H,Wichita St.
Memphis, W, N,Wichita St.
Tulsa, W, H,Wichita St.
Utah, L, A,Wichita St.
Saint Louis, W, H,Wichita St.
Seton Hall, W, H,Wichita St.
Detroit, W, A,Wichita St.
Alabama, W, H,Wichita St.
Loyola Marymount, W, N,Wichita St.
Hawaii, W, A,Wichita St.
George Washington, L, N,Wichita St.
Drake, W, A,Wichita St.
Illinois St., W, H,Wichita St.
Bradley, W, H,Wichita St.
Loyola Chicago, W, A,Wichita St.
Southern Illinois, W, H,Wichita St.
Evansville, W, A,Wichita St.
Missouri St., W, A,Wichita St.
Drake, W, H,Wichita St.
Loyola Chicago, W, H,Wichita St.
Northern Iowa, L, A,Wichita St.
Bradley, W, A,Wichita St.
Missouri St., W, H,Wichita St.
Indiana St., W, H,Wichita St.
Illinois St., W, A,Wichita St.
Southern Illinois, W, A,Wichita St.
Evansville, W, H,Wichita St.
Indiana St., W, A,Wichita St.
Northern Iowa, W, H,Wichita St.
Southern Illinois, W, N,Wichita St.
Illinois St., L, N,Wichita St.
Indiana, W, N,Wichita St.
Kansas, W, N,Wichita St.
Notre Dame, L, N,Wichita St.
McNeese St., W, H,Baylor
South Carolina, W, A,Baylor
Prairie View A&M, W, H,Baylor
Stephen F. Austin, W, H,Baylor
Memphis, W, N,Baylor
Illinois, L, N,Baylor
Texas Southern, W, H,Baylor
Vanderbilt, W, A,Baylor
Texas A&M, W, H,Baylor
New Mexico St., W, H,Baylor
Southern, W, H,Baylor
Norfolk St., W, H,Baylor
Oklahoma, L, A,Baylor
Kansas, L, H,Baylor
TCU, W, A,Baylor
Iowa St., W, H,Baylor
Kansas St., L, A,Baylor
Oklahoma, W, H,Baylor
Oklahoma St., L, A,Baylor
Texas, W, H,Baylor
TCU, W, H,Baylor
West Virginia, W, A,Baylor
Oklahoma St., L, H,Baylor
Kansas, L, A,Baylor
Texas Tech, W, A,Baylor
Kansas St., W, H,Baylor
Iowa St., W, A,Baylor
West Virginia, W, H,Baylor
Texas, L, A,Baylor
Texas Tech, W, H,Baylor
West Virginia, W, N,Baylor
Kansas, L, A,Baylor
Georgia St., L, N,Baylor
Navy, W, A,Michigan St.
Duke, L, N,Michigan St.
Loyola Chicago, W, H,Michigan St.
Santa Clara, W, H,Michigan St.
Rider, W, N,Michigan St.
Marquette, W, N,Michigan St.
Kansas, L, N,Michigan St.
Notre Dame, L, A,Michigan St.
Arkansas Pine Bluff, W, H,Michigan St.
Oakland, W, H,Michigan St.
Eastern Michigan, W, H,Michigan St.
Texas Southern, L, H,Michigan St.
The Citadel, W, H,Michigan St.
Maryland, L, H,Michigan St.
Indiana, W, H,Michigan St.
Iowa, W, A,Michigan St.
Northwestern, W, H,Michigan St.
Maryland, L, A,Michigan St.
Penn St., W, H,Michigan St.
Nebraska, L, A,Michigan St.
Rutgers, W, A,Michigan St.
Michigan, W, H,Michigan St.
Illinois, L, H,Michigan St.
Northwestern, W, A,Michigan St.
Ohio St., W, H,Michigan St.
Michigan, W, A,Michigan St.
Illinois, W, A,Michigan St.
Minnesota, L, H,Michigan St.
Wisconsin, L, A,Michigan St.
Purdue, W, H,Michigan St.
Indiana, W, A,Michigan St.
Ohio St., W, N,Michigan St.
Maryland, W, N,Michigan St.
Wisconsin, L, N,Michigan St.
Georgia, W, N,Michigan St.
Virginia, W, N,Michigan St.
Oklahoma, W, N,Michigan St.
Louisville, W, N,Michigan St.
Duke, L, N,Michigan St.
Oakland, W, H,Iowa St.
Georgia St., W, H,Iowa St.
Alabama, W, N,Iowa St.
Maryland, L, N,Iowa St.
Lamar, W, H,Iowa St.
Arkansas, W, H,Iowa St.
UMKC, W, H,Iowa St.
Iowa, W, A,Iowa St.
Southern, W, H,Iowa St.
Drake, W, N,Iowa St.
Mississippi Valley St., W, H,Iowa St.
South Carolina, L, N,Iowa St.
Oklahoma St., W, H,Iowa St.
West Virginia, W, A,Iowa St.
Baylor, L, A,Iowa St.
Kansas, W, H,Iowa St.
Kansas St., W, H,Iowa St.
Texas Tech, L, A,Iowa St.
Texas, W, H,Iowa St.
TCU, W, H,Iowa St.
Kansas, L, A,Iowa St.
Texas Tech, W, H,Iowa St.
Oklahoma, L, A,Iowa St.
West Virginia, W, H,Iowa St.
Oklahoma St., W, A,Iowa St.
Texas, W, A,Iowa St.
Baylor, L, H,Iowa St.
Kansas St., L, A,Iowa St.
Oklahoma, W, H,Iowa St.
TCU, W, A,Iowa St.
Texas, W, N,Iowa St.
Oklahoma, W, N,Iowa St.
Kansas, W, A,Iowa St.
UAB, L, N,Iowa St.
Minnesota, W, N,Louisville
Jacksonville St., W, H,Louisville
Marshall, W, H,Louisville
Savannah St., W, H,Louisville
Cleveland St., W, H,Louisville
Ohio St., W, H,Louisville
FIU, W, H,Louisville
Indiana, W, N,Louisville
UNC Wilmington, W, H,Louisville
Western Kentucky, W, A,Louisville
Cal St. Northridge, W, H,Louisville
Kentucky, L, H,Louisville
Long Beach St., W, H,Louisville
Wake Forest, W, A,Louisville
Clemson, W, H,Louisville
North Carolina, L, A,Louisville
Virginia Tech, W, H,Louisville
Duke, L, H,Louisville
Pittsburgh, W, A,Louisville
Boston College, W, A,Louisville
North Carolina, W, H,Louisville
Miami FL, W, A,Louisville
Virginia, L, A,Louisville
Pittsburgh, W, H,Louisville
North Carolina St., L, H,Louisville
Syracuse, L, A,Louisville
Miami FL, W, H,Louisville
Georgia Tech, W, A,Louisville
Florida St., W, A,Louisville
Notre Dame, L, H,Louisville
Virginia, W, H,Louisville
North Carolina, L, A,Louisville
UC Irvine, W, N,Louisville
Northern Iowa, W, N,Louisville
North Carolina St., W, N,Louisville
Michigan St., L, N,Louisville
North Dakota, W, H,Northern Iowa
Stephen F. Austin, W, A,Northern Iowa
Morgan St., W, H,Northern Iowa
North Florida, W, H,Northern Iowa
Virginia Tech, W, N,Northern Iowa
Northwestern, W, N,Northern Iowa
Richmond, W, H,Northern Iowa
George Mason, W, H,Northern Iowa
Denver, W, A,Northern Iowa
VCU, L, A,Northern Iowa
Iowa, W, N,Northern Iowa
South Dakota St., W, H,Northern Iowa
Evansville, L, A,Northern Iowa
Loyola Chicago, W, H,Northern Iowa
Southern Illinois, W, H,Northern Iowa
Drake, W, A,Northern Iowa
Bradley, W, A,Northern Iowa
Missouri St., W, H,Northern Iowa
Indiana St., W, H,Northern Iowa
Illinois St., W, A,Northern Iowa
Southern Illinois, W, A,Northern Iowa
Wichita St., W, H,Northern Iowa
Indiana St., W, A,Northern Iowa
Drake, W, H,Northern Iowa
Illinois St., W, H,Northern Iowa
Missouri St., W, A,Northern Iowa
Loyola Chicago, W, A,Northern Iowa
Bradley, W, H,Northern Iowa
Evansville, W, H,Northern Iowa
Wichita St., L, A,Northern Iowa
Bradley, W, N,Northern Iowa
Loyola Chicago, W, N,Northern Iowa
Illinois St., W, N,Northern Iowa
Wyoming, W, N,Northern Iowa
Louisville, L, N,Northern Iowa
UMass Lowell, W, H,Ohio St.
Marquette, W, H,Ohio St.
Sacred Heart, W, H,Ohio St.
Campbell, W, H,Ohio St.
James Madison, W, H,Ohio St.
Louisville, L, A,Ohio St.
Colgate, W, H,Ohio St.
High Point, W, H,Ohio St.
Morehead St., W, H,Ohio St.
North Carolina A&T, W, H,Ohio St.
North Carolina, L, N,Ohio St.
Miami OH, W, H,Ohio St.
Wright St., W, H,Ohio St.
Iowa, L, H,Ohio St.
Illinois, W, H,Ohio St.
Minnesota, W, A,Ohio St.
Indiana, L, A,Ohio St.
Michigan, W, H,Ohio St.
Iowa, L, A,Ohio St.
Northwestern, W, A,Ohio St.
Indiana, W, H,Ohio St.
Maryland, W, H,Ohio St.
Purdue, L, A,Ohio St.
Rutgers, W, A,Ohio St.
Penn St., W, H,Ohio St.
Michigan St., L, A,Ohio St.
Michigan, L, A,Ohio St.
Nebraska, W, H,Ohio St.
Purdue, W, H,Ohio St.
Penn St., W, A,Ohio St.
Wisconsin, L, H,Ohio St.
Minnesota, W, N,Ohio St.
Michigan St., L, N,Ohio St.
VCU, W, N,Ohio St.
Arizona, L, N,Ohio St.
Maine, W, H,Butler
Chattanooga, W, H,Butler
Loyola MD, W, H,Butler
North Carolina, W, N,Butler
Oklahoma, L, N,Butler
Georgetown, W, N,Butler
Indiana St., W, A,Butler
Northwestern, W, H,Butler
Kennesaw St., W, H,Butler
Tennessee, L, A,Butler
Indiana, L, N,Butler
Tennessee Martin, W, H,Butler
Belmont, W, H,Butler
Villanova, L, A,Butler
St. John's, W, A,Butler
Providence, L, H,Butler
Xavier, W, H,Butler
Seton Hall, W, A,Butler
Georgetown, L, A,Butler
Creighton, W, H,Butler
Seton Hall, W, H,Butler
Marquette, W, A,Butler
St. John's, W, H,Butler
DePaul, W, H,Butler
Villanova, L, H,Butler
Creighton, W, A,Butler
Xavier, L, A,Butler
Marquette, W, H,Butler
DePaul, W, A,Butler
Georgetown, L, H,Butler
Providence, W, A,Butler
Xavier, L, N,Butler
Texas, W, N,Butler
Notre Dame, L, N,Butler
Northern Arizona, W, H,Xavier
Long Beach St., W, H,Xavier
Stephen F. Austin, W, H,Xavier
Murray St., W, H,Xavier
San Diego, W, N,Xavier
UTEP, L, N,Xavier
Long Beach St., L, N,Xavier
Alabama, W, H,Xavier
IUPUI, W, H,Xavier
Missouri, W, A,Xavier
Auburn, L, A,Xavier
Florida Gulf Coast, W, H,Xavier
Georgetown, W, H,Xavier
DePaul, L, A,Xavier
Seton Hall, W, H,Xavier
Butler, L, A,Xavier
Villanova, L, A,Xavier
Marquette, W, H,Xavier
Providence, L, A,Xavier
DePaul, W, H,Xavier
Georgetown, W, A,Xavier
Seton Hall, L, A,Xavier
Creighton, L, H,Xavier
Providence, W, H,Xavier
Marquette, W, A,Xavier
St. John's, L, H,Xavier
Cincinnati, W, A,Xavier
Butler, W, H,Xavier
St. John's, L, A,Xavier
Villanova, L, H,Xavier
Creighton, W, A,Xavier
Butler, W, N,Xavier
Georgetown, W, N,Xavier
Villanova, L, N,Xavier
Mississippi, W, N,Xavier
Georgia St., W, N,Xavier
Arizona, L, N,Xavier
St. Francis NY, W, H,Georgetown
Texas A&M Corpus Chris, W, H,Georgetown
Robert Morris, W, H,Georgetown
Florida, W, N,Georgetown
Wisconsin, L, N,Georgetown
Butler, L, N,Georgetown
Towson, W, H,Georgetown
Kansas, L, H,Georgetown
Radford, W, H,Georgetown
Charlotte, W, H,Georgetown
Indiana, W, N,Georgetown
Xavier, L, A,Georgetown
Creighton, W, H,Georgetown
Marquette, W, H,Georgetown
Providence, L, A,Georgetown
DePaul, W, A,Georgetown
Butler, W, H,Georgetown
Villanova, W, H,Georgetown
Marquette, W, A,Georgetown
Xavier, L, H,Georgetown
Creighton, W, A,Georgetown
Providence, L, H,Georgetown
Villanova, L, A,Georgetown
Seton Hall, W, A,Georgetown
St. John's, W, H,Georgetown
DePaul, W, H,Georgetown
St. John's, L, A,Georgetown
Butler, W, A,Georgetown
Seton Hall, W, H,Georgetown
Creighton, W, N,Georgetown
Xavier, L, N,Georgetown
Eastern Washington, W, N,Georgetown
Utah, L, N,Georgetown
Hampton, W, H,Iowa
North Dakota St., W, H,Iowa
Texas, L, N,Iowa
Syracuse, L, N,Iowa
Pepperdine, W, H,Iowa
Northern Illinois, W, H,Iowa
Longwood, W, H,Iowa
North Carolina, W, A,Iowa
UMBC, W, H,Iowa
Alcorn St., W, H,Iowa
Iowa St., L, H,Iowa
Northern Iowa, L, N,Iowa
North Florida, W, H,Iowa
Ohio St., W, A,Iowa
Nebraska, W, H,Iowa
Michigan St., L, H,Iowa
Minnesota, W, A,Iowa
Ohio St., W, H,Iowa
Wisconsin, L, A,Iowa
Purdue, L, A,Iowa
Wisconsin, L, H,Iowa
Michigan, W, A,Iowa
Maryland, W, H,Iowa
Minnesota, L, H,Iowa
Northwestern, L, A,Iowa
Rutgers, W, H,Iowa
Nebraska, W, A,Iowa
Illinois, W, H,Iowa
Penn St., W, A,Iowa
Indiana, W, A,Iowa
Northwestern, W, H,Iowa
Penn St., L, N,Iowa
Davidson, W, N,Iowa
Gonzaga, L, N,Iowa
North Dakota St., W, H,Texas
Alcorn St., W, H,Texas
Iowa, W, N,Texas
California, W, N,Texas
St. Francis PA, W, H,Texas
Connecticut, W, A,Texas
UT Arlington, W, H,Texas
Kentucky, L, A,Texas
Texas St., W, H,Texas
Lipscomb, W, H,Texas
Long Beach St., W, H,Texas
Stanford, L, H,Texas
Rice, W, H,Texas
Texas Tech, W, A,Texas
Oklahoma, L, H,Texas
Oklahoma St., L, A,Texas
West Virginia, W, H,Texas
TCU, W, A,Texas
Kansas, L, H,Texas
Iowa St., L, A,Texas
Baylor, L, A,Texas
Oklahoma St., L, H,Texas
Kansas St., W, A,Texas
TCU, W, H,Texas
Texas Tech, W, H,Texas
Oklahoma, L, A,Texas
Iowa St., L, H,Texas
West Virginia, L, A,Texas
Kansas, L, A,Texas
Baylor, W, H,Texas
Kansas St., W, H,Texas
Texas Tech, W, N,Texas
Iowa St., L, N,Texas
Butler, L, N,Texas
Monmouth, W, H,West Virginia
Lafayette, W, H,West Virginia
George Mason, W, N,West Virginia
Boston College, W, N,West Virginia
Connecticut, W, N,West Virginia
VMI, W, H,West Virginia
College of Charleston, W, H,West Virginia
LSU, L, H,West Virginia
Northern Kentucky, W, A,West Virginia
Marshall, W, N,West Virginia
North Carolina St., W, N,West Virginia
Wofford, W, H,West Virginia
Virginia Tech, W, H,West Virginia
TCU, W, A,West Virginia
Texas Tech, W, A,West Virginia
Iowa St., L, H,West Virginia
Oklahoma, W, H,West Virginia
Texas, L, A,West Virginia
TCU, W, H,West Virginia
Kansas St., W, A,West Virginia
Texas Tech, W, H,West Virginia
Oklahoma, L, A,West Virginia
Baylor, L, H,West Virginia
Kansas St., W, H,West Virginia
Iowa St., L, A,West Virginia
Kansas, W, H,West Virginia
Oklahoma St., W, A,West Virginia
Texas, W, H,West Virginia
Baylor, L, A,West Virginia
Kansas, L, A,West Virginia
Oklahoma St., W, H,West Virginia
Baylor, L, N,West Virginia
Buffalo, W, N,West Virginia
Maryland, W, N,West Virginia
