opponent, outcome, home/away, team1
UNC Greensboro, W, H,Duke
Coastal Carolina, W, H,Duke
Charlotte, W, H,Duke
Radford, W, H,Duke
Arizona St., W, N,Duke
Connecticut, W, N,Duke
Wisconsin, L, A,Duke
St. John's, W, H,Duke
Gardner Webb, W, H,Duke
Gonzaga, W, N,Duke
Long Beach St., W, H,Duke
Penn, W, H,Duke
Clemson, W, H,Duke
Iowa St., W, N,Duke
Georgia Tech, L, A,Duke
Boston College, W, H,Duke
Wake Forest, W, H,Duke
North Carolina St., L, A,Duke
Clemson, W, A,Duke
Florida St., W, H,Duke
Georgetown, L, A,Duke
Georgia Tech, W, H,Duke
Boston College, W, A,Duke
North Carolina, W, A,Duke
Maryland, W, H,Duke
Miami FL, W, A,Duke
Virginia Tech, W, H,Duke
Tulsa, W, H,Duke
Virginia, W, A,Duke
Maryland, L, A,Duke
North Carolina, W, H,Duke
Virginia, W, N,Duke
Miami FL, W, N,Duke
Georgia Tech, W, N,Duke
Arkansas Pine Bluff, W, N,Duke
California, W, N,Duke
Purdue, W, N,Duke
Baylor, W, N,Duke
West Virginia, W, N,Duke
Butler, W, N,Duke
Hofstra, W, H,Kansas
Memphis, W, N,Kansas
Central Arkansas, W, H,Kansas
Oakland, W, H,Kansas
Tennessee Tech, W, H,Kansas
Alcorn St., W, H,Kansas
UCLA, W, A,Kansas
Radford, W, H,Kansas
La Salle, W, H,Kansas
Michigan, W, H,Kansas
California, W, H,Kansas
Belmont, W, H,Kansas
Temple, W, A,Kansas
Cornell, W, H,Kansas
Tennessee, L, A,Kansas
Nebraska, W, A,Kansas
Texas Tech, W, H,Kansas
Baylor, W, H,Kansas
Iowa St., W, A,Kansas
Missouri, W, H,Kansas
Kansas St., W, A,Kansas
Colorado, W, A,Kansas
Nebraska, W, H,Kansas
Texas, W, A,Kansas
Iowa St., W, H,Kansas
Texas A&M, W, A,Kansas
Colorado, W, H,Kansas
Oklahoma, W, H,Kansas
Oklahoma St., L, A,Kansas
Kansas St., W, H,Kansas
Missouri, W, A,Kansas
Texas Tech, W, H,Kansas
Texas A&M, W, H,Kansas
Kansas St., W, N,Kansas
Lehigh, W, N,Kansas
Northern Iowa, L, N,Kansas
Albany, W, H,Syracuse
Robert Morris, W, H,Syracuse
California, W, H,Syracuse
North Carolina, W, N,Syracuse
Cornell, W, H,Syracuse
Columbia, W, H,Syracuse
Colgate, W, H,Syracuse
Maine, W, H,Syracuse
Florida, W, A,Syracuse
St. Francis NY, W, H,Syracuse
St. Bonaventure, W, H,Syracuse
Oakland, W, H,Syracuse
Seton Hall, W, A,Syracuse
Pittsburgh, L, H,Syracuse
Memphis, W, H,Syracuse
South Florida, W, H,Syracuse
Rutgers, W, A,Syracuse
West Virginia, W, A,Syracuse
Notre Dame, W, A,Syracuse
Marquette, W, H,Syracuse
Georgetown, W, H,Syracuse
DePaul, W, A,Syracuse
Providence, W, H,Syracuse
Cincinnati, W, A,Syracuse
Connecticut, W, H,Syracuse
Louisville, L, H,Syracuse
Georgetown, W, A,Syracuse
Providence, W, A,Syracuse
Villanova, W, H,Syracuse
St. John's, W, H,Syracuse
Louisville, L, A,Syracuse
Georgetown, L, N,Syracuse
Vermont, W, N,Syracuse
Gonzaga, W, N,Syracuse
Butler, L, N,Syracuse
Morehead St., W, H,Kentucky
Miami OH, W, H,Kentucky
Sam Houston St., W, H,Kentucky
Rider, W, H,Kentucky
Cleveland St., W, N,Kentucky
Stanford, W, N,Kentucky
UNC Asheville, W, H,Kentucky
North Carolina, W, H,Kentucky
Connecticut, W, N,Kentucky
Indiana, W, A,Kentucky
Austin Peay, W, H,Kentucky
Drexel, W, H,Kentucky
Long Beach St., W, H,Kentucky
Hartford, W, H,Kentucky
Louisville, W, H,Kentucky
Georgia, W, H,Kentucky
Florida, W, A,Kentucky
Auburn, W, A,Kentucky
Arkansas, W, H,Kentucky
South Carolina, L, A,Kentucky
Vanderbilt, W, H,Kentucky
Mississippi, W, H,Kentucky
LSU, W, A,Kentucky
Alabama, W, H,Kentucky
Tennessee, W, H,Kentucky
Mississippi St., W, A,Kentucky
Vanderbilt, W, A,Kentucky
South Carolina, W, H,Kentucky
Tennessee, L, A,Kentucky
Georgia, W, A,Kentucky
Florida, W, H,Kentucky
Alabama, W, N,Kentucky
Tennessee, W, N,Kentucky
Mississippi St., W, N,Kentucky
East Tennessee St., W, N,Kentucky
Wake Forest, W, N,Kentucky
Cornell, W, N,Kentucky
West Virginia, L, N,Kentucky
Loyola MD, W, H,West Virginia
The Citadel, W, H,West Virginia
Long Beach St., W, A,West Virginia
Texas A&M, W, N,West Virginia
Portland, W, N,West Virginia
Duquesne, W, H,West Virginia
Coppin St., W, H,West Virginia
Cleveland St., W, A,West Virginia
Mississippi, W, H,West Virginia
Seton Hall, W, A,West Virginia
Marquette, W, H,West Virginia
Purdue, L, A,West Virginia
Rutgers, W, H,West Virginia
Notre Dame, L, A,West Virginia
South Florida, W, A,West Virginia
Syracuse, L, H,West Virginia
Marshall, W, N,West Virginia
Ohio St., W, H,West Virginia
DePaul, W, A,West Virginia
Louisville, W, H,West Virginia
Pittsburgh, W, H,West Virginia
St. John's, W, A,West Virginia
Villanova, L, H,West Virginia
Pittsburgh, L, A,West Virginia
Providence, W, A,West Virginia
Seton Hall, W, H,West Virginia
Connecticut, L, A,West Virginia
Cincinnati, W, H,West Virginia
Georgetown, W, H,West Virginia
Villanova, W, A,West Virginia
Cincinnati, W, N,West Virginia
Notre Dame, W, N,West Virginia
Georgetown, W, N,West Virginia
Morgan St., W, N,West Virginia
Missouri, W, N,West Virginia
Washington, W, N,West Virginia
Kentucky, W, N,West Virginia
Duke, L, N,West Virginia
Loyola Chicago, W, H,Kansas St.
Western Illinois, W, H,Kansas St.
Boston University, W, N,Kansas St.
Mississippi, L, N,Kansas St.
Dayton, W, N,Kansas St.
IUPUI, W, H,Kansas St.
Washington St., W, H,Kansas St.
Xavier, W, H,Kansas St.
UNLV, W, A,Kansas St.
Alabama, W, A,Kansas St.
Arkansas Pine Bluff, W, H,Kansas St.
Cleveland St., W, H,Kansas St.
South Dakota, W, H,Kansas St.
Missouri, L, A,Kansas St.
Texas A&M, W, H,Kansas St.
Colorado, W, A,Kansas St.
Texas, W, H,Kansas St.
Oklahoma St., L, H,Kansas St.
Baylor, W, A,Kansas St.
Kansas, L, H,Kansas St.
Nebraska, W, A,Kansas St.
Iowa St., W, A,Kansas St.
Colorado, W, H,Kansas St.
Nebraska, W, H,Kansas St.
Oklahoma, W, A,Kansas St.
Texas Tech, W, A,Kansas St.
Missouri, W, H,Kansas St.
Kansas, L, A,Kansas St.
Iowa St., L, H,Kansas St.
Oklahoma St., W, N,Kansas St.
Baylor, W, N,Kansas St.
Kansas, L, N,Kansas St.
North Texas, W, N,Kansas St.
BYU, W, N,Kansas St.
Xavier, W, N,Kansas St.
Butler, L, N,Kansas St.
Alcorn St., W, H,Ohio St.
James Madison, W, H,Ohio St.
North Carolina, L, N,Ohio St.
California, W, N,Ohio St.
Lipscomb, W, H,Ohio St.
St. Francis PA, W, H,Ohio St.
Florida St., W, H,Ohio St.
Eastern Michigan, W, H,Ohio St.
Butler, L, A,Ohio St.
Presbyterian, W, H,Ohio St.
Delaware St., W, H,Ohio St.
Cleveland St., W, H,Ohio St.
Wisconsin, L, A,Ohio St.
Michigan, L, A,Ohio St.
Indiana, W, H,Ohio St.
Minnesota, L, A,Ohio St.
Purdue, W, A,Ohio St.
Wisconsin, W, H,Ohio St.
Northwestern, W, H,Ohio St.
West Virginia, L, A,Ohio St.
Iowa, W, A,Ohio St.
Minnesota, W, H,Ohio St.
Penn St., W, H,Ohio St.
Iowa, W, H,Ohio St.
Indiana, W, A,Ohio St.
Illinois, W, A,Ohio St.
Purdue, L, H,Ohio St.
Michigan St., W, A,Ohio St.
Penn St., W, A,Ohio St.
Michigan, W, H,Ohio St.
Illinois, W, H,Ohio St.
Michigan, W, N,Ohio St.
Illinois, W, N,Ohio St.
Minnesota, W, N,Ohio St.
UC Santa Barbara, W, N,Ohio St.
Georgia Tech, W, N,Ohio St.
Tennessee, L, N,Ohio St.
Norfolk St., W, H,Baylor
Hartford, W, H,Baylor
Southern, W, H,Baylor
Alabama, L, N,Baylor
Iona, W, N,Baylor
Xavier, W, N,Baylor
Arizona St., W, A,Baylor
Jackson St., W, H,Baylor
UT Arlington, W, H,Baylor
Arkansas, W, A,Baylor
South Carolina, W, A,Baylor
Morgan St., W, H,Baylor
Oklahoma, W, H,Baylor
Colorado, L, A,Baylor
Oklahoma St., W, H,Baylor
Kansas, L, A,Baylor
Massachusetts, W, H,Baylor
Kansas St., L, H,Baylor
Texas, W, A,Baylor
Iowa St., W, H,Baylor
Texas A&M, L, A,Baylor
Nebraska, W, A,Baylor
Missouri, W, H,Baylor
Texas Tech, W, H,Baylor
Oklahoma St., L, A,Baylor
Texas A&M, W, H,Baylor
Oklahoma, W, A,Baylor
Texas Tech, W, A,Baylor
Texas, W, H,Baylor
Texas, W, N,Baylor
Kansas St., L, N,Baylor
Sam Houston St., W, N,Baylor
Old Dominion, W, N,Baylor
Saint Mary's, W, N,Baylor
Duke, L, N,Baylor
IPFW, W, H,Wisconsin
Oakland, W, H,Wisconsin
Arizona, W, N,Wisconsin
Gonzaga, L, N,Wisconsin
Maryland, W, N,Wisconsin
Duke, W, H,Wisconsin
Grambling St., W, H,Wisconsin
Green Bay, L, A,Wisconsin
Marquette, W, H,Wisconsin
Cal Poly, W, H,Wisconsin
Milwaukee, W, H,Wisconsin
Illinois Chicago, W, H,Wisconsin
Ohio St., W, H,Wisconsin
Penn St., W, A,Wisconsin
Michigan St., L, A,Wisconsin
Purdue, W, H,Wisconsin
Northwestern, W, A,Wisconsin
Ohio St., L, A,Wisconsin
Michigan, W, H,Wisconsin
Penn St., W, H,Wisconsin
Purdue, L, A,Wisconsin
Michigan St., W, H,Wisconsin
Michigan, W, A,Wisconsin
Illinois, L, H,Wisconsin
Indiana, W, H,Wisconsin
Minnesota, L, A,Wisconsin
Northwestern, W, H,Wisconsin
Indiana, W, A,Wisconsin
Iowa, W, H,Wisconsin
Illinois, W, A,Wisconsin
Illinois, L, N,Wisconsin
Wofford, W, N,Wisconsin
Cornell, L, N,Wisconsin
Bradley, W, H,BYU
Idaho St., W, H,BYU
Hawaii, W, A,BYU
Southern, W, H,BYU
Weber St., W, H,BYU
Utah St., L, A,BYU
San Francisco, W, H,BYU
Arizona St., W, H,BYU
Fresno St., W, A,BYU
Wagner, W, H,BYU
Eastern Washington, W, H,BYU
Nevada, W, N,BYU
Nebraska, W, N,BYU
Arizona, W, A,BYU
UNLV, W, H,BYU
UTEP, W, A,BYU
Air Force, W, A,BYU
Colorado St., W, H,BYU
Wyoming, W, H,BYU
San Diego St., W, A,BYU
New Mexico, L, A,BYU
Utah, W, H,BYU
TCU, W, H,BYU
UNLV, L, A,BYU
Air Force, W, H,BYU
Colorado St., W, A,BYU
Wyoming, W, A,BYU
San Diego St., W, H,BYU
New Mexico, L, H,BYU
Utah, W, A,BYU
TCU, W, A,BYU
TCU, W, N,BYU
UNLV, L, A,BYU
Florida, W, N,BYU
Kansas St., L, N,BYU
Tulane, W, A,Georgetown
Temple, W, H,Georgetown
Savannah St., W, A,Georgetown
Lafayette, W, H,Georgetown
Mount St. Mary's, W, H,Georgetown
American, W, H,Georgetown
Butler, W, N,Georgetown
Washington, W, N,Georgetown
Old Dominion, L, H,Georgetown
Harvard, W, H,Georgetown
St. John's, W, H,Georgetown
DePaul, W, A,Georgetown
Marquette, L, A,Georgetown
Connecticut, W, H,Georgetown
Seton Hall, W, H,Georgetown
Villanova, L, A,Georgetown
Pittsburgh, W, A,Georgetown
Rutgers, W, H,Georgetown
Syracuse, L, A,Georgetown
Duke, W, H,Georgetown
South Florida, L, H,Georgetown
Villanova, W, H,Georgetown
Providence, W, A,Georgetown
Rutgers, L, A,Georgetown
Syracuse, L, H,Georgetown
Louisville, W, A,Georgetown
Notre Dame, L, H,Georgetown
West Virginia, L, A,Georgetown
Cincinnati, W, H,Georgetown
South Florida, W, N,Georgetown
Syracuse, W, N,Georgetown
Marquette, W, N,Georgetown
West Virginia, L, N,Georgetown
Ohio, L, N,Georgetown
Davidson, W, H,Butler
Northwestern, W, A,Butler
Evansville, W, A,Butler
Minnesota, L, N,Butler
UCLA, W, A,Butler
Clemson, L, N,Butler
Ball St., W, A,Butler
Valparaiso, W, H,Butler
Georgetown, L, N,Butler
Ohio St., W, H,Butler
Xavier, W, H,Butler
UAB, L, A,Butler
Green Bay, W, H,Butler
Milwaukee, W, H,Butler
Wright St., W, A,Butler
Detroit, W, A,Butler
Cleveland St., W, H,Butler
Youngstown St., W, H,Butler
Loyola Chicago, W, A,Butler
Illinois Chicago, W, A,Butler
Green Bay, W, A,Butler
Milwaukee, W, A,Butler
Detroit, W, H,Butler
Wright St., W, H,Butler
Loyola Chicago, W, H,Butler
Youngstown St., W, A,Butler
Cleveland St., W, A,Butler
Illinois Chicago, W, H,Butler
Siena, W, H,Butler
Valparaiso, W, A,Butler
Milwaukee, W, H,Butler
Wright St., W, H,Butler
UTEP, W, N,Butler
Murray St., W, N,Butler
Syracuse, W, N,Butler
Kansas St., W, N,Butler
Michigan St., W, N,Butler
Duke, L, N,Butler
Charleston Southern, W, H,Maryland
Fairfield, W, H,Maryland
New Hampshire, W, H,Maryland
Cincinnati, L, N,Maryland
Wisconsin, L, N,Maryland
Indiana, W, A,Maryland
Villanova, L, H,Maryland
Eastern Kentucky, W, H,Maryland
Winston Salem St., W, H,Maryland
Florida Atlantic, W, H,Maryland
William & Mary, L, H,Maryland
UNC Greensboro, W, A,Maryland
Florida St., W, H,Maryland
Wake Forest, L, A,Maryland
Boston College, W, A,Maryland
Longwood, W, H,Maryland
North Carolina St., W, H,Maryland
Miami FL, W, H,Maryland
Clemson, L, A,Maryland
Florida St., W, A,Maryland
North Carolina, W, H,Maryland
Duke, L, A,Maryland
Virginia, W, H,Maryland
North Carolina St., W, A,Maryland
Georgia Tech, W, H,Maryland
Clemson, W, H,Maryland
Virginia Tech, W, A,Maryland
Duke, W, H,Maryland
Virginia, W, A,Maryland
Georgia Tech, L, N,Maryland
Houston, W, N,Maryland
Michigan St., L, N,Maryland
Murray St., W, H,California
Detroit, W, H,California
Syracuse, L, A,California
Ohio St., L, N,California
Jacksonville, W, H,California
Princeton, W, H,California
New Mexico, L, A,California
Iowa St., W, H,California
Pacific, W, A,California
Kansas, L, A,California
Utah Valley, W, H,California
UC Santa Barbara, W, H,California
Stanford, W, H,California
UCLA, L, H,California
USC, W, H,California
Washington St., W, A,California
Washington, L, A,California
Oregon, W, H,California
Oregon St., W, H,California
Arizona St., W, A,California
Arizona, L, A,California
USC, L, A,California
UCLA, W, A,California
Washington, W, H,California
Washington St., W, H,California
Oregon St., L, A,California
Oregon, W, A,California
Arizona, W, H,California
Arizona St., W, H,California
Stanford, W, A,California
Oregon, W, N,California
UCLA, W, A,California
Washington, L, N,California
Louisville, W, N,California
Duke, L, N,California
Cal St. Northridge, W, H,Purdue
South Dakota St., W, N,Purdue
Saint Joseph's, W, N,Purdue
Tennessee, W, N,Purdue
Central Michigan, W, H,Purdue
Wake Forest, W, H,Purdue
Buffalo, W, H,Purdue
Valparaiso, W, H,Purdue
Alabama, W, A,Purdue
Ball St., W, N,Purdue
SIU Edwardsville, W, H,Purdue
Iowa, W, A,Purdue
West Virginia, W, H,Purdue
Minnesota, W, H,Purdue
Wisconsin, L, A,Purdue
Ohio St., L, H,Purdue
Northwestern, L, A,Purdue
Illinois, W, A,Purdue
Michigan, W, H,Purdue
Wisconsin, W, H,Purdue
Penn St., W, H,Purdue
Indiana, W, A,Purdue
Michigan St., W, A,Purdue
Iowa, W, H,Purdue
Ohio St., W, A,Purdue
Illinois, W, H,Purdue
Minnesota, W, A,Purdue
Michigan St., L, H,Purdue
Indiana, W, H,Purdue
Penn St., W, A,Purdue
Northwestern, W, N,Purdue
Minnesota, L, N,Purdue
Siena, W, N,Purdue
Texas A&M, W, N,Purdue
Duke, L, N,Purdue
SMU, W, A,Texas A&M
Samford, W, H,Texas A&M
Clemson, W, N,Texas A&M
West Virginia, L, N,Texas A&M
Minnesota, W, N,Texas A&M
Prairie View A&M, W, H,Texas A&M
Akron, W, H,Texas A&M
North Texas, W, H,Texas A&M
New Mexico, L, H,Texas A&M
The Citadel, W, H,Texas A&M
Washington, L, A,Texas A&M
Northwestern St., W, H,Texas A&M
North Dakota, W, H,Texas A&M
Nebraska, W, H,Texas A&M
Kansas St., L, A,Texas A&M
Texas, L, A,Texas A&M
Oklahoma, W, H,Texas A&M
Colorado, W, H,Texas A&M
Oklahoma St., L, A,Texas A&M
Texas Tech, W, H,Texas A&M
Missouri, W, A,Texas A&M
Baylor, W, H,Texas A&M
Texas Tech, W, A,Texas A&M
Kansas, L, H,Texas A&M
Iowa St., W, A,Texas A&M
Baylor, L, A,Texas A&M
Texas, W, H,Texas A&M
Oklahoma St., W, H,Texas A&M
Oklahoma, W, A,Texas A&M
Nebraska, W, N,Texas A&M
Kansas, L, A,Texas A&M
Utah St., W, N,Texas A&M
Purdue, L, N,Texas A&M
Fairleigh Dickinson, W, H,Villanova
Penn, W, H,Villanova
George Mason, W, N,Villanova
Dayton, W, N,Villanova
Mississippi, W, N,Villanova
La Salle, W, H,Villanova
Drexel, W, H,Villanova
Maryland, W, A,Villanova
Saint Joseph's, W, N,Villanova
Temple, L, A,Villanova
Fordham, W, N,Villanova
Delaware, W, H,Villanova
Marquette, W, A,Villanova
DePaul, W, H,Villanova
Marquette, W, H,Villanova
Louisville, W, A,Villanova
Georgetown, W, H,Villanova
Rutgers, W, A,Villanova
St. John's, W, A,Villanova
Notre Dame, W, H,Villanova
Seton Hall, W, H,Villanova
Georgetown, L, A,Villanova
West Virginia, W, A,Villanova
Providence, W, H,Villanova
Connecticut, L, H,Villanova
Pittsburgh, L, A,Villanova
South Florida, W, H,Villanova
Syracuse, L, A,Villanova
Cincinnati, W, A,Villanova
West Virginia, L, H,Villanova
Marquette, L, N,Villanova
Robert Morris, W, N,Villanova
Saint Mary's, L, N,Villanova
Youngstown St., W, H,Xavier
Bowling Green, W, H,Xavier
Sacred Heart, W, H,Xavier
Marquette, L, N,Xavier
Creighton, W, N,Xavier
Baylor, L, N,Xavier
Kent St., W, H,Xavier
Kansas St., L, A,Xavier
Cincinnati, W, H,Xavier
Butler, L, A,Xavier
Miami OH, W, H,Xavier
LSU, W, H,Xavier
Wake Forest, L, A,Xavier
La Salle, W, A,Xavier
George Washington, W, A,Xavier
Charlotte, W, H,Xavier
Dayton, W, H,Xavier
Temple, L, A,Xavier
Rhode Island, W, H,Xavier
Duquesne, W, H,Xavier
Fordham, W, H,Xavier
Massachusetts, W, A,Xavier
Dayton, L, A,Xavier
Florida, W, A,Xavier
Saint Joseph's, W, H,Xavier
Charlotte, W, A,Xavier
Saint Louis, W, A,Xavier
Richmond, W, H,Xavier
Fordham, W, A,Xavier
St. Bonaventure, W, H,Xavier
Dayton, W, N,Xavier
Richmond, L, N,Xavier
Minnesota, W, N,Xavier
Pittsburgh, W, N,Xavier
Kansas St., L, N,Xavier
UC Irvine, W, H,Texas
Western Carolina, W, H,Texas
Iowa, W, N,Texas
Pittsburgh, W, N,Texas
Rice, W, A,Texas
USC, W, H,Texas
Long Beach St., W, H,Texas
Texas St., W, H,Texas
Texas Pan American, W, H,Texas
North Carolina, W, H,Texas
Michigan St., W, H,Texas
Gardner Webb, W, H,Texas
Texas A&M Corpus Chris, W, H,Texas
Arkansas, W, A,Texas
Colorado, W, H,Texas
Iowa St., W, A,Texas
Texas A&M, W, H,Texas
Kansas St., L, A,Texas
Connecticut, L, A,Texas
Texas Tech, W, H,Texas
Baylor, L, H,Texas
Oklahoma St., W, A,Texas
Oklahoma, L, A,Texas
Kansas, L, H,Texas
Nebraska, W, H,Texas
Missouri, L, A,Texas
Texas Tech, W, A,Texas
Oklahoma St., W, H,Texas
Texas A&M, L, A,Texas
Oklahoma, W, H,Texas
Baylor, L, A,Texas
Iowa St., W, N,Texas
Baylor, L, N,Texas
Wake Forest, L, N,Texas
Florida Gulf Coast, W, H,Michigan St.
Gonzaga, W, H,Michigan St.
Toledo, W, H,Michigan St.
Valparaiso, W, H,Michigan St.
Florida, L, N,Michigan St.
Massachusetts, W, N,Michigan St.
North Carolina, L, A,Michigan St.
Wofford, W, H,Michigan St.
The Citadel, W, A,Michigan St.
Oakland, W, H,Michigan St.
IPFW, W, H,Michigan St.
Texas, L, A,Michigan St.
UT Arlington, W, H,Michigan St.
Northwestern, W, A,Michigan St.
Wisconsin, W, H,Michigan St.
Iowa, W, A,Michigan St.
Minnesota, W, H,Michigan St.
Illinois, W, H,Michigan St.
Iowa, W, H,Michigan St.
Minnesota, W, A,Michigan St.
Michigan, W, A,Michigan St.
Northwestern, W, H,Michigan St.
Wisconsin, L, A,Michigan St.
Illinois, L, A,Michigan St.
Purdue, L, H,Michigan St.
Penn St., W, A,Michigan St.
Indiana, W, A,Michigan St.
Ohio St., L, H,Michigan St.
Purdue, W, A,Michigan St.
Penn St., W, H,Michigan St.
Michigan, W, H,Michigan St.
Minnesota, L, N,Michigan St.
New Mexico St., W, N,Michigan St.
Maryland, W, N,Michigan St.
Northern Iowa, W, N,Michigan St.
Tennessee, W, N,Michigan St.
Butler, L, N,Michigan St.
Delaware, W, A,Temple
Georgetown, L, A,Temple
Siena, W, H,Temple
Ball St., W, H,Temple
Virginia Tech, W, H,Temple
St. John's, L, H,Temple
Western Michigan, W, A,Temple
Penn St., W, H,Temple
Miami OH, W, A,Temple
Villanova, W, H,Temple
Seton Hall, W, A,Temple
Bowling Green, W, H,Temple
Northern Illinois, W, A,Temple
Kansas, L, H,Temple
Saint Joseph's, W, H,Temple
Rhode Island, W, A,Temple
Penn, W, A,Temple
Massachusetts, W, H,Temple
Xavier, W, H,Temple
Fordham, W, A,Temple
Charlotte, L, A,Temple
La Salle, W, H,Temple
Duquesne, W, H,Temple
Richmond, L, A,Temple
Rhode Island, W, H,Temple
St. Bonaventure, W, A,Temple
Saint Joseph's, W, A,Temple
Dayton, W, H,Temple
La Salle, W, A,Temple
Saint Louis, W, A,Temple
George Washington, W, H,Temple
St. Bonaventure, W, N,Temple
Rhode Island, W, N,Temple
Richmond, W, N,Temple
Cornell, L, N,Temple
Tennessee Martin, W, H,Missouri
Texas Pan American, W, H,Missouri
Chattanooga, W, H,Missouri
Old Dominion, W, N,Missouri
Richmond, L, N,Missouri
Vanderbilt, L, A,Missouri
Oregon, W, H,Missouri
Oral Roberts, L, A,Missouri
Fairleigh Dickinson, W, H,Missouri
Arkansas Pine Bluff, W, H,Missouri
Illinois, W, N,Missouri
Austin Peay, W, H,Missouri
UMKC, W, H,Missouri
Georgia, W, H,Missouri
Savannah St., W, H,Missouri
Kansas St., W, H,Missouri
Texas Tech, W, A,Missouri
Oklahoma, L, A,Missouri
Nebraska, W, H,Missouri
Kansas, L, A,Missouri
Oklahoma St., W, H,Missouri
Texas A&M, L, H,Missouri
Colorado, W, A,Missouri
Iowa St., W, H,Missouri
Baylor, L, A,Missouri
Texas, W, H,Missouri
Nebraska, W, A,Missouri
Colorado, W, H,Missouri
Kansas St., L, A,Missouri
Iowa St., W, A,Missouri
Kansas, L, H,Missouri
Nebraska, L, N,Missouri
Clemson, W, N,Missouri
West Virginia, L, N,Missouri
Weber St., W, A,Utah St.
Utah, L, A,Utah St.
Northeastern, L, A,Utah St.
Idaho St., W, H,Utah St.
Southern Utah, W, H,Utah St.
BYU, W, H,Utah St.
Saint Mary's, L, H,Utah St.
Utah Valley, W, H,Utah St.
Cal St. Bakersfield, W, A,Utah St.
Long Beach St., L, A,Utah St.
Morehead St., W, H,Utah St.
Cal St. Fullerton, W, H,Utah St.
Weber St., W, H,Utah St.
New Mexico St., L, A,Utah St.
Louisiana Tech, L, A,Utah St.
Hawaii, W, H,Utah St.
Nevada, W, A,Utah St.
Boise St., W, H,Utah St.
Fresno St., W, A,Utah St.
Idaho, W, A,Utah St.
San Jose St., W, H,Utah St.
Idaho, W, H,Utah St.
Nevada, W, H,Utah St.
Boise St., W, A,Utah St.
San Jose St., W, A,Utah St.
Louisiana Tech, W, H,Utah St.
Wichita St., W, H,Utah St.
Hawaii, W, A,Utah St.
Fresno St., W, H,Utah St.
New Mexico St., W, H,Utah St.
Boise St., W, N,Utah St.
Louisiana Tech, W, N,Utah St.
New Mexico St., L, N,Utah St.
Texas A&M, L, N,Utah St.
Centenary, W, H,Marquette
Maryland Eastern Shore, W, H,Marquette
Grambling St., W, H,Marquette
South Dakota, W, H,Marquette
Xavier, W, N,Marquette
Michigan, W, N,Marquette
Florida St., L, N,Marquette
North Carolina St., L, H,Marquette
Milwaukee, W, H,Marquette
Wisconsin, L, A,Marquette
North Florida, W, H,Marquette
Presbyterian, W, H,Marquette
West Virginia, L, A,Marquette
Villanova, L, H,Marquette
Georgetown, W, H,Marquette
Villanova, L, A,Marquette
Providence, W, H,Marquette
DePaul, L, A,Marquette
Syracuse, L, A,Marquette
Rutgers, W, H,Marquette
Connecticut, W, A,Marquette
DePaul, W, H,Marquette
Providence, W, A,Marquette
South Florida, W, H,Marquette
Pittsburgh, L, H,Marquette
Cincinnati, W, A,Marquette
St. John's, W, A,Marquette
Seton Hall, W, A,Marquette
Louisville, W, H,Marquette
Notre Dame, L, H,Marquette
St. John's, W, A,Marquette
Villanova, W, N,Marquette
Georgetown, L, N,Marquette
Washington, L, N,Marquette
Presbyterian, W, H,Clemson
Liberty, W, A,Clemson
UNC Greensboro, W, A,Clemson
Winthrop, W, H,Clemson
Texas A&M, L, N,Clemson
Long Beach St., W, N,Clemson
Butler, W, N,Clemson
Illinois, L, H,Clemson
South Carolina, W, H,Clemson
Furman, W, H,Clemson
East Carolina, W, A,Clemson
College of Charleston, W, H,Clemson
Western Carolina, W, H,Clemson
South Carolina St., W, H,Clemson
Duke, L, A,Clemson
Boston College, W, H,Clemson
North Carolina, W, H,Clemson
North Carolina St., W, A,Clemson
Georgia Tech, L, A,Clemson
Duke, L, H,Clemson
Boston College, L, A,Clemson
Maryland, W, H,Clemson
Virginia Tech, L, A,Clemson
Florida St., W, H,Clemson
Miami FL, W, H,Clemson
Virginia, W, H,Clemson
Maryland, L, A,Clemson
Florida St., W, A,Clemson
Georgia Tech, W, H,Clemson
Wake Forest, L, A,Clemson
North Carolina St., L, N,Clemson
Missouri, L, N,Clemson
Creighton, W, H,Dayton
Georgia Tech, W, N,Dayton
Villanova, L, N,Dayton
Kansas St., L, N,Dayton
Towson, W, H,Dayton
Miami OH, W, A,Dayton
Lehigh, W, H,Dayton
George Mason, W, A,Dayton
Old Dominion, W, H,Dayton
Presbyterian, W, H,Dayton
Appalachian St., W, H,Dayton
Boston University, W, H,Dayton
New Mexico, L, A,Dayton
Ball St., W, H,Dayton
Duquesne, W, H,Dayton
Fordham, W, A,Dayton
Xavier, L, A,Dayton
George Washington, W, H,Dayton
Saint Joseph's, L, A,Dayton
Rhode Island, L, H,Dayton
St. Bonaventure, W, A,Dayton
Xavier, W, H,Dayton
Charlotte, W, H,Dayton
Saint Louis, L, A,Dayton
La Salle, W, H,Dayton
Duquesne, L, A,Dayton
Temple, L, A,Dayton
Massachusetts, W, H,Dayton
Richmond, L, A,Dayton
Saint Louis, L, H,Dayton
George Washington, W, H,Dayton
Xavier, L, N,Dayton
Illinois St., W, H,Dayton
Cincinnati, W, A,Dayton
Illinois, W, A,Dayton
Mississippi, W, N,Dayton
North Carolina, W, N,Dayton
Denver, W, A,Northern Iowa
DePaul, L, N,Northern Iowa
East Carolina, W, N,Northern Iowa
Boston College, W, N,Northern Iowa
Northern Illinois, W, H,Northern Iowa
