opponent, outcome, home/away, tourn, team1
Towson, W, H, 0,Virginia
George Washington, W, H, 0,Virginia
Coppin St., W, H, 0,Virginia
Middle Tennessee, W, N, 0,Virginia
Dayton, W, N, 0,Virginia
Wisconsin, W, N, 0,Virginia
Maryland, W, A, 0,Virginia
Morgan St., W, H, 0,Virginia
VCU, W, H, 0,Virginia
South Carolina, W, A, 0,Virginia
William & Mary, W, H, 0,Virginia
Marshall, W, H, 0,Virginia
Florida St., W, H, 0,Virginia
Boston College, W, A, 0,Virginia
Clemson, W, A, 0,Virginia
Virginia Tech, W, H, 0,Virginia
Duke, L, A, 0,Virginia
Wake Forest, W, H, 0,Virginia
Notre Dame, W, A, 0,Virginia
North Carolina St., W, A, 0,Virginia
Miami FL, W, H, 0,Virginia
Duke, L, H, 0,Virginia
North Carolina, W, A, 0,Virginia
Notre Dame, W, H, 0,Virginia
Virginia Tech, W, A, 0,Virginia
Louisville, W, A, 0,Virginia
Georgia Tech, W, H, 0,Virginia
Pittsburgh, W, H, 0,Virginia
Syracuse, W, A, 0,Virginia
Louisville, W, H, 0,Virginia
North Carolina St., W, N, 1,Virginia
Florida St., L, N, 1,Virginia
Gardner Webb, W, N, 2,Virginia
Idaho St., W, H, 0,Gonzaga
Texas Southern, W, H, 0,Gonzaga
Texas A&M, W, H, 0,Gonzaga
Illinois, W, N, 0,Gonzaga
Arizona, W, N, 0,Gonzaga
Duke, W, N, 0,Gonzaga
North Dakota St., W, H, 0,Gonzaga
Creighton, W, A, 0,Gonzaga
Washington, W, H, 0,Gonzaga
Tennessee, L, N, 0,Gonzaga
North Carolina, L, A, 0,Gonzaga
UT Arlington, W, H, 0,Gonzaga
Denver, W, H, 0,Gonzaga
North Alabama, W, H, 0,Gonzaga
Cal St. Bakersfield, W, H, 0,Gonzaga
Santa Clara, W, H, 0,Gonzaga
Pacific, W, H, 0,Gonzaga
San Francisco, W, A, 0,Gonzaga
Loyola Marymount, W, H, 0,Gonzaga
Portland, W, A, 0,Gonzaga
Santa Clara, W, A, 0,Gonzaga
BYU, W, A, 0,Gonzaga
San Diego, W, H, 0,Gonzaga
San Francisco, W, H, 0,Gonzaga
Saint Mary's, W, H, 0,Gonzaga
Loyola Marymount, W, A, 0,Gonzaga
San Diego, W, A, 0,Gonzaga
Pepperdine, W, H, 0,Gonzaga
BYU, W, H, 0,Gonzaga
Pacific, W, A, 0,Gonzaga
Saint Mary's, W, A, 0,Gonzaga
Pepperdine, W, N, 1,Gonzaga
Saint Mary's, L, N, 1,Gonzaga
Fairleigh Dickinson, W, N, 2,Gonzaga
Kentucky, W, N, 0,Duke
Army, W, H, 0,Duke
Eastern Michigan, W, H, 0,Duke
San Diego St., W, N, 0,Duke
Auburn, W, N, 0,Duke
Gonzaga, L, N, 0,Duke
Indiana, W, H, 0,Duke
Stetson, W, H, 0,Duke
Hartford, W, H, 0,Duke
Yale, W, H, 0,Duke
Princeton, W, H, 0,Duke
Texas Tech, W, N, 0,Duke
Clemson, W, H, 0,Duke
Wake Forest, W, A, 0,Duke
Florida St., W, A, 0,Duke
Syracuse, L, H, 0,Duke
Virginia, W, H, 0,Duke
Pittsburgh, W, A, 0,Duke
Georgia Tech, W, H, 0,Duke
Notre Dame, W, A, 0,Duke
St. John's, W, H, 0,Duke
Boston College, W, H, 0,Duke
Virginia, W, A, 0,Duke
Louisville, W, A, 0,Duke
North Carolina St., W, H, 0,Duke
North Carolina, L, H, 0,Duke
Syracuse, W, A, 0,Duke
Virginia Tech, L, A, 0,Duke
Miami FL, W, H, 0,Duke
Wake Forest, W, H, 0,Duke
North Carolina, L, A, 0,Duke
Syracuse, W, N, 1,Duke
North Carolina, W, N, 1,Duke
Florida St., W, N, 1,Duke
North Dakota St., W, N, 2,Duke
Kansas, L, N, 0,Michigan St.
Florida Gulf Coast, W, H, 0,Michigan St.
Louisiana Monroe, W, H, 0,Michigan St.
Tennessee Tech, W, H, 0,Michigan St.
UCLA, W, N, 0,Michigan St.
Texas, W, N, 0,Michigan St.
Louisville, L, A, 0,Michigan St.
Rutgers, W, A, 0,Michigan St.
Iowa, W, H, 0,Michigan St.
Florida, W, A, 0,Michigan St.
Green Bay, W, H, 0,Michigan St.
Oakland, W, H, 0,Michigan St.
Northern Illinois, W, H, 0,Michigan St.
Northwestern, W, H, 0,Michigan St.
Ohio St., W, A, 0,Michigan St.
Purdue, W, H, 0,Michigan St.
Penn St., W, A, 0,Michigan St.
Nebraska, W, A, 0,Michigan St.
Maryland, W, H, 0,Michigan St.
Iowa, W, A, 0,Michigan St.
Purdue, L, A, 0,Michigan St.
Indiana, L, H, 0,Michigan St.
Illinois, L, A, 0,Michigan St.
Minnesota, W, H, 0,Michigan St.
Wisconsin, W, A, 0,Michigan St.
Ohio St., W, H, 0,Michigan St.
Rutgers, W, H, 0,Michigan St.
Michigan, W, A, 0,Michigan St.
Indiana, L, A, 0,Michigan St.
Nebraska, W, H, 0,Michigan St.
Michigan, W, H, 0,Michigan St.
Ohio St., W, N, 1,Michigan St.
Wisconsin, W, N, 1,Michigan St.
Michigan, W, N, 1,Michigan St.
Bradley, W, N, 2,Michigan St.
Norfolk St., W, H, 0,Michigan
Holy Cross, W, H, 0,Michigan
Villanova, W, A, 0,Michigan
George Washington, W, N, 0,Michigan
Providence, W, N, 0,Michigan
Chattanooga, W, H, 0,Michigan
North Carolina, W, H, 0,Michigan
Purdue, W, H, 0,Michigan
Northwestern, W, A, 0,Michigan
South Carolina, W, H, 0,Michigan
Western Michigan, W, H, 0,Michigan
Air Force, W, H, 0,Michigan
Binghamton, W, H, 0,Michigan
Penn St., W, H, 0,Michigan
Indiana, W, H, 0,Michigan
Illinois, W, A, 0,Michigan
Northwestern, W, H, 0,Michigan
Wisconsin, L, A, 0,Michigan
Minnesota, W, H, 0,Michigan
Indiana, W, A, 0,Michigan
Ohio St., W, H, 0,Michigan
Iowa, L, A, 0,Michigan
Rutgers, W, A, 0,Michigan
Wisconsin, W, H, 0,Michigan
Penn St., L, A, 0,Michigan
Maryland, W, H, 0,Michigan
Minnesota, W, A, 0,Michigan
Michigan St., L, H, 0,Michigan
Nebraska, W, H, 0,Michigan
Maryland, W, A, 0,Michigan
Michigan St., L, A, 0,Michigan
Iowa, W, N, 1,Michigan
Minnesota, W, N, 1,Michigan
Michigan St., L, N, 1,Michigan
Montana, W, N, 2,Michigan
Wofford, W, A, 0,North Carolina
Elon, W, A, 0,North Carolina
Stanford, W, H, 0,North Carolina
Tennessee Tech, W, H, 0,North Carolina
St. Francis PA, W, H, 0,North Carolina
Texas, L, N, 0,North Carolina
UCLA, W, N, 0,North Carolina
Michigan, L, A, 0,North Carolina
UNC Wilmington, W, H, 0,North Carolina
Gonzaga, W, H, 0,North Carolina
Kentucky, L, N, 0,North Carolina
Davidson, W, H, 0,North Carolina
Harvard, W, H, 0,North Carolina
Pittsburgh, W, A, 0,North Carolina
North Carolina St., W, A, 0,North Carolina
Louisville, L, H, 0,North Carolina
Notre Dame, W, H, 0,North Carolina
Miami FL, W, A, 0,North Carolina
Virginia Tech, W, H, 0,North Carolina
Georgia Tech, W, A, 0,North Carolina
Louisville, W, A, 0,North Carolina
North Carolina St., W, H, 0,North Carolina
Miami FL, W, H, 0,North Carolina
Virginia, L, H, 0,North Carolina
Wake Forest, W, A, 0,North Carolina
Duke, W, A, 0,North Carolina
Florida St., W, H, 0,North Carolina
Syracuse, W, H, 0,North Carolina
Clemson, W, A, 0,North Carolina
Boston College, W, A, 0,North Carolina
Duke, W, H, 0,North Carolina
Louisville, W, N, 1,North Carolina
Duke, L, N, 1,North Carolina
Iona, W, N, 2,North Carolina
Duke, L, N, 0,Kentucky
Southern Illinois, W, H, 0,Kentucky
North Dakota, W, H, 0,Kentucky
VMI, W, H, 0,Kentucky
Winthrop, W, H, 0,Kentucky
Tennessee St., W, H, 0,Kentucky
Monmouth, W, H, 0,Kentucky
UNC Greensboro, W, H, 0,Kentucky
Seton Hall, L, N, 0,Kentucky
Utah, W, H, 0,Kentucky
North Carolina, W, N, 0,Kentucky
Louisville, W, A, 0,Kentucky
Alabama, L, A, 0,Kentucky
Texas A&M, W, H, 0,Kentucky
Vanderbilt, W, H, 0,Kentucky
Georgia, W, A, 0,Kentucky
Auburn, W, A, 0,Kentucky
Mississippi St., W, H, 0,Kentucky
Kansas, W, H, 0,Kentucky
Vanderbilt, W, A, 0,Kentucky
Florida, W, A, 0,Kentucky
South Carolina, W, H, 0,Kentucky
Mississippi St., W, A, 0,Kentucky
LSU, L, H, 0,Kentucky
Tennessee, W, H, 0,Kentucky
Missouri, W, A, 0,Kentucky
Auburn, W, H, 0,Kentucky
Arkansas, W, H, 0,Kentucky
Tennessee, L, A, 0,Kentucky
Mississippi, W, A, 0,Kentucky
Florida, W, H, 0,Kentucky
Alabama, W, N, 1,Kentucky
Tennessee, L, N, 1,Kentucky
Abilene Christian, W, N, 2,Kentucky
Louisiana, W, H, 0,Tennessee
Georgia Tech, W, H, 0,Tennessee
Louisville, W, N, 0,Tennessee
Kansas, L, N, 0,Tennessee
Eastern Kentucky, W, H, 0,Tennessee
Texas A&M Corpus Chris, W, H, 0,Tennessee
Gonzaga, W, N, 0,Tennessee
Memphis, W, A, 0,Tennessee
Samford, W, H, 0,Tennessee
Wake Forest, W, H, 0,Tennessee
Tennessee Tech, W, H, 0,Tennessee
Georgia, W, H, 0,Tennessee
Missouri, W, A, 0,Tennessee
Florida, W, A, 0,Tennessee
Arkansas, W, H, 0,Tennessee
Alabama, W, H, 0,Tennessee
Vanderbilt, W, A, 0,Tennessee
West Virginia, W, H, 0,Tennessee
South Carolina, W, A, 0,Tennessee
Texas A&M, W, A, 0,Tennessee
Missouri, W, H, 0,Tennessee
Florida, W, H, 0,Tennessee
South Carolina, W, H, 0,Tennessee
Kentucky, L, A, 0,Tennessee
Vanderbilt, W, H, 0,Tennessee
LSU, L, A, 0,Tennessee
Mississippi, W, A, 0,Tennessee
Kentucky, W, H, 0,Tennessee
Mississippi St., W, H, 0,Tennessee
Auburn, L, A, 0,Tennessee
Mississippi St., W, N, 1,Tennessee
Kentucky, W, N, 1,Tennessee
Auburn, L, N, 1,Tennessee
Colgate, W, N, 2,Tennessee
Incarnate Word, W, H, 0,Texas Tech
Mississippi Valley St., W, H, 0,Texas Tech
Southeastern Louisiana, W, H, 0,Texas Tech
USC, W, N, 0,Texas Tech
Nebraska, W, N, 0,Texas Tech
Northern Colorado, W, H, 0,Texas Tech
Memphis, W, N, 0,Texas Tech
Arkansas Pine Bluff, W, H, 0,Texas Tech
Northwestern St., W, H, 0,Texas Tech
Abilene Christian, W, H, 0,Texas Tech
Duke, L, N, 0,Texas Tech
UT Rio Grande Valley, W, H, 0,Texas Tech
West Virginia, W, A, 0,Texas Tech
Kansas St., W, H, 0,Texas Tech
Oklahoma, W, H, 0,Texas Tech
Texas, W, A, 0,Texas Tech
Iowa St., L, H, 0,Texas Tech
Baylor, L, A, 0,Texas Tech
Kansas St., L, A, 0,Texas Tech
Arkansas, W, H, 0,Texas Tech
TCU, W, H, 0,Texas Tech
Kansas, L, A, 0,Texas Tech
West Virginia, W, H, 0,Texas Tech
Oklahoma, W, A, 0,Texas Tech
Oklahoma St., W, A, 0,Texas Tech
Baylor, W, H, 0,Texas Tech
Kansas, W, H, 0,Texas Tech
Oklahoma St., W, H, 0,Texas Tech
TCU, W, A, 0,Texas Tech
Texas, W, H, 0,Texas Tech
Iowa St., W, A, 0,Texas Tech
West Virginia, L, N, 1,Texas Tech
Northern Kentucky, W, N, 2,Texas Tech
Fairfield, W, H, 0,Purdue
Ball St., W, H, 0,Purdue
Appalachian St., W, N, 0,Purdue
Davidson, W, N, 0,Purdue
Virginia Tech, L, N, 0,Purdue
Robert Morris, W, H, 0,Purdue
Florida St., L, A, 0,Purdue
Michigan, L, A, 0,Purdue
Maryland, W, H, 0,Purdue
Texas, L, A, 0,Purdue
Notre Dame, L, N, 0,Purdue
Ohio, W, H, 0,Purdue
Belmont, W, H, 0,Purdue
Iowa, W, H, 0,Purdue
Michigan St., L, A, 0,Purdue
Wisconsin, W, A, 0,Purdue
Rutgers, W, H, 0,Purdue
Indiana, W, H, 0,Purdue
Ohio St., W, A, 0,Purdue
Michigan St., W, H, 0,Purdue
Penn St., W, A, 0,Purdue
Minnesota, W, H, 0,Purdue
Nebraska, W, H, 0,Purdue
Maryland, L, A, 0,Purdue
Penn St., W, H, 0,Purdue
Indiana, W, A, 0,Purdue
Nebraska, W, A, 0,Purdue
Illinois, W, H, 0,Purdue
Ohio St., W, H, 0,Purdue
Minnesota, L, A, 0,Purdue
Northwestern, W, A, 0,Purdue
Minnesota, L, N, 1,Purdue
Old Dominion, W, N, 2,Purdue
Gardner Webb, W, H, 0,Virginia Tech
Ball St., W, N, 0,Virginia Tech
Northeastern, W, N, 0,Virginia Tech
Purdue, W, N, 0,Virginia Tech
St. Francis PA, W, H, 0,Virginia Tech
Penn St., L, A, 0,Virginia Tech
Central Connecticut, W, H, 0,Virginia Tech
VMI, W, H, 0,Virginia Tech
South Carolina St., W, H, 0,Virginia Tech
Washington, W, N, 0,Virginia Tech
North Carolina A&T, W, H, 0,Virginia Tech
Maryland Eastern Shore, W, H, 0,Virginia Tech
Notre Dame, W, H, 0,Virginia Tech
Boston College, W, H, 0,Virginia Tech
Georgia Tech, W, A, 0,Virginia Tech
Virginia, L, A, 0,Virginia Tech
Wake Forest, W, H, 0,Virginia Tech
North Carolina, L, A, 0,Virginia Tech
Syracuse, W, H, 0,Virginia Tech
Miami FL, W, A, 0,Virginia Tech
North Carolina St., W, A, 0,Virginia Tech
Louisville, L, H, 0,Virginia Tech
Clemson, L, A, 0,Virginia Tech
Georgia Tech, W, H, 0,Virginia Tech
Pittsburgh, W, A, 0,Virginia Tech
Virginia, L, H, 0,Virginia Tech
Notre Dame, W, A, 0,Virginia Tech
Duke, W, H, 0,Virginia Tech
Florida St., L, A, 0,Virginia Tech
Miami FL, W, H, 0,Virginia Tech
Miami FL, W, N, 1,Virginia Tech
Florida St., L, N, 1,Virginia Tech
Saint Louis, W, N, 2,Virginia Tech
Coppin St., W, H, 0,Wisconsin
Xavier, W, A, 0,Wisconsin
Houston Baptist, W, H, 0,Wisconsin
Stanford, W, N, 0,Wisconsin
Oklahoma, W, N, 0,Wisconsin
Virginia, L, N, 0,Wisconsin
North Carolina St., W, H, 0,Wisconsin
Iowa, W, A, 0,Wisconsin
Rutgers, W, H, 0,Wisconsin
Marquette, L, A, 0,Wisconsin
Savannah St., W, H, 0,Wisconsin
Grambling St., W, H, 0,Wisconsin
Western Kentucky, L, A, 0,Wisconsin
Minnesota, L, H, 0,Wisconsin
Penn St., W, A, 0,Wisconsin
Purdue, L, H, 0,Wisconsin
Maryland, L, A, 0,Wisconsin
Michigan, W, H, 0,Wisconsin
Illinois, W, A, 0,Wisconsin
Northwestern, W, H, 0,Wisconsin
Nebraska, W, A, 0,Wisconsin
Maryland, W, H, 0,Wisconsin
Minnesota, W, A, 0,Wisconsin
Michigan, L, A, 0,Wisconsin
Michigan St., L, H, 0,Wisconsin
Illinois, W, H, 0,Wisconsin
Northwestern, W, A, 0,Wisconsin
Indiana, L, A, 0,Wisconsin
Penn St., W, H, 0,Wisconsin
Iowa, W, H, 0,Wisconsin
Ohio St., W, A, 0,Wisconsin
Nebraska, W, N, 1,Wisconsin
Michigan St., L, N, 1,Wisconsin
Oregon, W, N, 2,Wisconsin
South Alabama, W, H, 0,Auburn
Washington, W, H, 0,Auburn
Xavier, W, N, 0,Auburn
Duke, L, N, 0,Auburn
Arizona, W, N, 0,Auburn
Saint Peter's, W, H, 0,Auburn
UNC Asheville, W, H, 0,Auburn
Dayton, W, H, 0,Auburn
UAB, W, N, 0,Auburn
North Carolina St., L, A, 0,Auburn
Murray St., W, H, 0,Auburn
North Florida, W, H, 0,Auburn
Mississippi, L, A, 0,Auburn
Georgia, W, H, 0,Auburn
Texas A&M, W, A, 0,Auburn
Kentucky, L, H, 0,Auburn
South Carolina, L, A, 0,Auburn
Mississippi St., L, A, 0,Auburn
Missouri, W, H, 0,Auburn
Alabama, W, H, 0,Auburn
Florida, W, H, 0,Auburn
LSU, L, A, 0,Auburn
Mississippi, L, H, 0,Auburn
Vanderbilt, W, A, 0,Auburn
Arkansas, W, H, 0,Auburn
Kentucky, L, A, 0,Auburn
Georgia, W, A, 0,Auburn
Mississippi St., W, H, 0,Auburn
Alabama, W, A, 0,Auburn
Tennessee, W, H, 0,Auburn
Missouri, W, N, 1,Auburn
South Carolina, W, N, 1,Auburn
Florida, W, N, 1,Auburn
Tennessee, W, N, 1,Auburn
New Mexico St., W, N, 2,Auburn
Florida, W, H, 0,Florida St.
Tulane, W, A, 0,Florida St.
Canisius, W, H, 0,Florida St.
UAB, W, N, 0,Florida St.
LSU, W, N, 0,Florida St.
Villanova, L, N, 0,Florida St.
Purdue, W, H, 0,Florida St.
Troy, W, H, 0,Florida St.
Connecticut, W, N, 0,Florida St.
Southeast Missouri St., W, H, 0,Florida St.
North Florida, W, H, 0,Florida St.
Saint Louis, W, N, 0,Florida St.
Winthrop, W, H, 0,Florida St.
Virginia, L, A, 0,Florida St.
Miami FL, W, H, 0,Florida St.
Duke, L, H, 0,Florida St.
Pittsburgh, L, A, 0,Florida St.
Boston College, L, A, 0,Florida St.
Clemson, W, H, 0,Florida St.
Miami FL, W, A, 0,Florida St.
Georgia Tech, W, H, 0,Florida St.
Syracuse, W, A, 0,Florida St.
Louisville, W, H, 0,Florida St.
Wake Forest, W, H, 0,Florida St.
Georgia Tech, W, A, 0,Florida St.
Clemson, W, A, 0,Florida St.
North Carolina, L, A, 0,Florida St.
Notre Dame, W, H, 0,Florida St.
North Carolina St., W, H, 0,Florida St.
Virginia Tech, W, H, 0,Florida St.
Wake Forest, W, A, 0,Florida St.
Virginia Tech, W, N, 1,Florida St.
Virginia, W, N, 1,Florida St.
Duke, L, N, 1,Florida St.
Vermont, W, N, 2,Florida St.
Alabama A&M, W, H, 0,Houston
Rice, W, H, 0,Houston
Northwestern St., W, H, 0,Houston
BYU, W, A, 0,Houston
UT Rio Grande Valley, W, H, 0,Houston
Oregon, W, H, 0,Houston
Lamar, W, H, 0,Houston
Oklahoma St., W, A, 0,Houston
LSU, W, H, 0,Houston
Saint Louis, W, H, 0,Houston
Utah St., W, H, 0,Houston
Coppin St., W, H, 0,Houston
NJIT, W, H, 0,Houston
Tulsa, W, H, 0,Houston
Memphis, W, H, 0,Houston
Temple, L, A, 0,Houston
Wichita St., W, H, 0,Houston
SMU, W, A, 0,Houston
South Florida, W, A, 0,Houston
East Carolina, W, H, 0,Houston
Tulsa, W, A, 0,Houston
Temple, W, H, 0,Houston
UCF, W, A, 0,Houston
Cincinnati, W, H, 0,Houston
Connecticut, W, A, 0,Houston
Tulane, W, A, 0,Houston
South Florida, W, H, 0,Houston
East Carolina, W, A, 0,Houston
UCF, L, H, 0,Houston
SMU, W, H, 0,Houston
Cincinnati, W, A, 0,Houston
Connecticut, W, N, 1,Houston
Memphis, W, A, 1,Houston
Cincinnati, L, N, 1,Houston
Georgia St., W, N, 2,Houston
Alabama St., W, H, 0,Iowa St.
Missouri, W, H, 0,Iowa St.
Texas Southern, W, H, 0,Iowa St.
Arizona, L, N, 0,Iowa St.
Illinois, W, N, 0,Iowa St.
San Diego St., W, N, 0,Iowa St.
Nebraska Omaha, W, H, 0,Iowa St.
North Dakota St., W, H, 0,Iowa St.
Iowa, L, A, 0,Iowa St.
Southern, W, H, 0,Iowa St.
Drake, W, N, 0,Iowa St.
Eastern Illinois, W, H, 0,Iowa St.
Oklahoma St., W, A, 0,Iowa St.
Kansas, W, H, 0,Iowa St.
Baylor, L, A, 0,Iowa St.
Kansas St., L, H, 0,Iowa St.
Texas Tech, W, A, 0,Iowa St.
Oklahoma St., W, H, 0,Iowa St.
Kansas, L, A, 0,Iowa St.
Mississippi, W, A, 0,Iowa St.
West Virginia, W, H, 0,Iowa St.
Texas, W, H, 0,Iowa St.
Oklahoma, W, A, 0,Iowa St.
TCU, L, H, 0,Iowa St.
Kansas St., W, A, 0,Iowa St.
Baylor, L, H, 0,Iowa St.
TCU, L, A, 0,Iowa St.
Oklahoma, W, H, 0,Iowa St.
Texas, L, A, 0,Iowa St.
West Virginia, L, A, 0,Iowa St.
Texas Tech, L, H, 0,Iowa St.
Baylor, W, N, 1,Iowa St.
Kansas St., W, N, 1,Iowa St.
Kansas, W, A, 1,Iowa St.
Ohio St., W, N, 2,Iowa St.
Nicholls St., W, H, 0,Louisville
Southern, W, H, 0,Louisville
Vermont, W, H, 0,Louisville
Tennessee, L, N, 0,Louisville
Marquette, L, N, 0,Louisville
Michigan St., W, H, 0,Louisville
Seton Hall, W, A, 0,Louisville
Central Arkansas, W, H, 0,Louisville
Indiana, L, A, 0,Louisville
Lipscomb, W, H, 0,Louisville
Kent St., W, H, 0,Louisville
Robert Morris, W, H, 0,Louisville
Kentucky, L, H, 0,Louisville
Miami FL, W, H, 0,Louisville
Pittsburgh, L, A, 0,Louisville
North Carolina, W, A, 0,Louisville
Boston College, W, H, 0,Louisville
Georgia Tech, W, A, 0,Louisville
North Carolina St., W, H, 0,Louisville
Pittsburgh, W, H, 0,Louisville
Wake Forest, W, A, 0,Louisville
North Carolina, L, H, 0,Louisville
Virginia Tech, W, A, 0,Louisville
Florida St., L, A, 0,Louisville
Duke, L, H, 0,Louisville
Clemson, W, H, 0,Louisville
Syracuse, L, A, 0,Louisville
Virginia, L, H, 0,Louisville
Boston College, L, A, 0,Louisville
Notre Dame, W, H, 0,Louisville
Virginia, L, A, 0,Louisville
Notre Dame, W, N, 1,Louisville
North Carolina, L, N, 1,Louisville
Minnesota, W, N, 2,Louisville
Southeastern Louisiana, W, H, 0,LSU
UNC Greensboro, W, H, 0,LSU
Memphis, W, H, 0,LSU
Louisiana Tech, W, H, 0,LSU
Charleston, W, N, 0,LSU
Florida St., L, N, 0,LSU
Oklahoma St., L, N, 0,LSU
Grambling St., W, H, 0,LSU
Incarnate Word, W, H, 0,LSU
Houston, L, A, 0,LSU
Saint Mary's, W, N, 0,LSU
Furman, W, H, 0,LSU
Louisiana Monroe, W, H, 0,LSU
Alabama, W, H, 0,LSU
Arkansas, W, A, 0,LSU
Mississippi, W, A, 0,LSU
South Carolina, W, H, 0,LSU
Georgia, W, H, 0,LSU
Missouri, W, A, 0,LSU
Texas A&M, W, A, 0,LSU
Arkansas, L, H, 0,LSU
Mississippi St., W, A, 0,LSU
Auburn, W, H, 0,LSU
Kentucky, W, A, 0,LSU
Georgia, W, A, 0,LSU
Florida, L, H, 0,LSU
Tennessee, W, H, 0,LSU
Texas A&M, W, H, 0,LSU
Alabama, W, A, 0,LSU
Florida, W, A, 0,LSU
Vanderbilt, W, H, 0,LSU
Florida, L, N, 1,LSU
Yale, W, N, 2,LSU
Michigan St., W, N, 0,Kansas
Vermont, W, H, 0,Kansas
Louisiana, W, H, 0,Kansas
Marquette, W, N, 0,Kansas
Tennessee, W, N, 0,Kansas
Stanford, W, H, 0,Kansas
Wofford, W, H, 0,Kansas
New Mexico St., W, H, 0,Kansas
Villanova, W, H, 0,Kansas
South Dakota, W, H, 0,Kansas
Arizona St., L, A, 0,Kansas
Eastern Michigan, W, H, 0,Kansas
Oklahoma, W, H, 0,Kansas
Iowa St., L, A, 0,Kansas
TCU, W, H, 0,Kansas
Baylor, W, A, 0,Kansas
Texas, W, H, 0,Kansas
West Virginia, L, A, 0,Kansas
Iowa St., W, H, 0,Kansas
Kentucky, L, A, 0,Kansas
Texas, L, A, 0,Kansas
Texas Tech, W, H, 0,Kansas
Kansas St., L, A, 0,Kansas
Oklahoma St., W, H, 0,Kansas
TCU, W, A, 0,Kansas
West Virginia, W, H, 0,Kansas
Texas Tech, L, A, 0,Kansas
Kansas St., W, H, 0,Kansas
Oklahoma St., W, A, 0,Kansas
Oklahoma, L, A, 0,Kansas
Baylor, W, H, 0,Kansas
Texas, W, H, 1,Kansas
West Virginia, W, H, 1,Kansas
Iowa St., L, H, 1,Kansas
Northeastern, W, N, 2,Kansas
Austin Peay, W, H, 0,Mississippi St.
Hartford, W, H, 0,Mississippi St.
Long Beach St., W, H, 0,Mississippi St.
Arizona St., L, N, 0,Mississippi St.
Saint Mary's, W, N, 0,Mississippi St.
Alcorn St., W, H, 0,Mississippi St.
Dayton, W, A, 0,Mississippi St.
McNeese St., W, H, 0,Mississippi St.
Clemson, W, N, 0,Mississippi St.
Cincinnati, W, H, 0,Mississippi St.
Wofford, W, H, 0,Mississippi St.
Wright St., W, H, 0,Mississippi St.
BYU, W, H, 0,Mississippi St.
South Carolina, L, A, 0,Mississippi St.
Mississippi, L, H, 0,Mississippi St.
Florida, W, H, 0,Mississippi St.
Vanderbilt, W, A, 0,Mississippi St.
Kentucky, L, A, 0,Mississippi St.
Auburn, W, H, 0,Mississippi St.
Alabama, L, A, 0,Mississippi St.
Mississippi, W, A, 0,Mississippi St.
LSU, L, H, 0,Mississippi St.
Kentucky, L, H, 0,Mississippi St.
Alabama, W, H, 0,Mississippi St.
Arkansas, W, A, 0,Mississippi St.
Georgia, W, A, 0,Mississippi St.
South Carolina, W, H, 0,Mississippi St.
Missouri, W, H, 0,Mississippi St.
Auburn, L, A, 0,Mississippi St.
Tennessee, L, A, 0,Mississippi St.
Texas A&M, W, H, 0,Mississippi St.
Texas A&M, W, N, 1,Mississippi St.
Tennessee, L, N, 1,Mississippi St.
Liberty, W, N, 2,Mississippi St.
North Carolina, L, H, 0,Wofford
High Point, W, A, 0,Wofford
Oklahoma, L, A, 0,Wofford
Coppin St., W, H, 0,Wofford
South Carolina, W, A, 0,Wofford
East Tennessee St., W, H, 0,Wofford
Kansas, L, A, 0,Wofford
Coastal Carolina, W, H, 0,Wofford
UNC Asheville, W, H, 0,Wofford
Mississippi St., L, A, 0,Wofford
Western Carolina, W, A, 0,Wofford
The Citadel, W, H, 0,Wofford
Mercer, W, H, 0,Wofford
UNC Greensboro, W, A, 0,Wofford
VMI, W, A, 0,Wofford
Furman, W, H, 0,Wofford
Samford, W, H, 0,Wofford
Chattanooga, W, H, 0,Wofford
Mercer, W, A, 0,Wofford
The Citadel, W, A, 0,Wofford
East Tennessee St., W, A, 0,Wofford
Western Carolina, W, H, 0,Wofford
VMI, W, H, 0,Wofford
UNC Greensboro, W, H, 0,Wofford
Furman, W, A, 0,Wofford
Chattanooga, W, A, 0,Wofford
Samford, W, A, 0,Wofford
VMI, W, N, 1,Wofford
East Tennessee St., W, N, 1,Wofford
UNC Greensboro, W, N, 1,Wofford
Seton Hall, W, N, 2,Wofford
St. Francis PA, W, H, 0,Buffalo
West Virginia, W, A, 0,Buffalo
Southern Illinois, W, A, 0,Buffalo
Dartmouth, W, H, 0,Buffalo
Marist, W, H, 0,Buffalo
Milwaukee, W, N, 0,Buffalo
San Francisco, W, N, 0,Buffalo
St. Bonaventure, W, A, 0,Buffalo
Southern Illinois, W, H, 0,Buffalo
Syracuse, W, A, 0,Buffalo
Marquette, L, A, 0,Buffalo
Canisius, W, A, 0,Buffalo
Eastern Michigan, W, A, 0,Buffalo
Toledo, W, H, 0,Buffalo
Miami OH, W, H, 0,Buffalo
Western Michigan, W, A, 0,Buffalo
Eastern Michigan, W, H, 0,Buffalo
Northern Illinois, L, A, 0,Buffalo
Kent St., W, A, 0,Buffalo
Ball St., W, H, 0,Buffalo
Bowling Green, L, A, 0,Buffalo
Central Michigan, W, H, 0,Buffalo
Akron, W, A, 0,Buffalo
Toledo, W, A, 0,Buffalo
Ohio, W, H, 0,Buffalo
Kent St., W, H, 0,Buffalo
Akron, W, H, 0,Buffalo
Miami OH, W, A, 0,Buffalo
Ohio, W, A, 0,Buffalo
