opponent, outcome, home/away, team1
UAB, W, H,Memphis
Rice, W, H,Memphis
Tennessee, W, A,Memphis
East Carolina, W, A,Memphis
Houston, W, H,Memphis
SMU, W, A,Memphis
Gonzaga, W, A,Memphis
Tulsa, W, H,Memphis
Southern Miss, W, A,Memphis
SMU, W, H,Memphis
UTEP, W, A,Memphis
UAB, W, A,Memphis
Southern Miss, W, H,Memphis
Houston, W, A,Memphis
Tulane, W, H,Memphis
Tulane, W, H,Memphis
Houston, W, H,Memphis
Tulsa, W, H,Memphis
Cal St. Northridge, W, N,Memphis
Maryland, W, N,Memphis
Missouri, L, N,Memphis
Morehead St., W, H,Louisville
South Alabama, W, H,Louisville
Western Kentucky, L, N,Louisville
Indiana St., W, H,Louisville
Ohio, W, H,Louisville
Lamar, W, H,Louisville
Austin Peay, W, H,Louisville
Mississippi, W, H,Louisville
Minnesota, L, N,Louisville
UAB, W, H,Louisville
UNLV, L, H,Louisville
Kentucky, W, H,Louisville
South Florida, W, A,Louisville
Villanova, W, A,Louisville
Notre Dame, W, H,Louisville
Pittsburgh, W, H,Louisville
Rutgers, W, A,Louisville
Syracuse, W, A,Louisville
South Florida, W, H,Louisville
West Virginia, W, H,Louisville
Connecticut, L, H,Louisville
St. John's, W, A,Louisville
Notre Dame, L, A,Louisville
DePaul, W, H,Louisville
Providence, W, H,Louisville
Cincinnati, W, A,Louisville
Georgetown, W, A,Louisville
Marquette, W, H,Louisville
Seton Hall, W, H,Louisville
West Virginia, W, A,Louisville
Providence, W, N,Louisville
Villanova, W, N,Louisville
Syracuse, W, N,Louisville
Morehead St., W, N,Louisville
Siena, W, N,Louisville
Arizona, W, N,Louisville
Michigan St., L, N,Louisville
Prairie View A&M, W, H,Missouri
Chattanooga, W, H,Missouri
Xavier, L, N,Missouri
Fairfield, W, N,Missouri
USC, W, N,Missouri
Oral Roberts, W, H,Missouri
Arkansas Pine Bluff, W, H,Missouri
California, W, H,Missouri
Murray St., W, H,Missouri
Stetson, W, H,Missouri
Illinois, L, N,Missouri
SIU Edwardsville, W, H,Missouri
Centenary, W, H,Missouri
Georgia, W, A,Missouri
Coppin St., W, H,Missouri
Nebraska, L, A,Missouri
Colorado, W, H,Missouri
Iowa St., W, H,Missouri
Oklahoma St., W, A,Missouri
Texas Tech, W, H,Missouri
Kansas St., L, A,Missouri
Baylor, W, H,Missouri
Texas, W, A,Missouri
Iowa St., W, A,Missouri
Kansas, W, H,Missouri
Nebraska, W, H,Missouri
Colorado, W, A,Missouri
Kansas St., W, H,Missouri
Kansas, L, A,Missouri
Oklahoma, W, H,Missouri
Texas A&M, L, A,Missouri
Texas Tech, W, N,Missouri
Oklahoma St., W, A,Missouri
Baylor, W, N,Missouri
Cornell, W, N,Missouri
Marquette, W, N,Missouri
Memphis, W, N,Missouri
Connecticut, L, N,Missouri
American, W, H,Oklahoma
Mississippi Valley St., W, H,Oklahoma
Davidson, W, H,Oklahoma
Gardner Webb, W, H,Oklahoma
UAB, W, N,Oklahoma
Purdue, W, N,Oklahoma
USC, W, H,Oklahoma
Tulsa, W, A,Oklahoma
Maine, W, H,Oklahoma
Utah, W, H,Oklahoma
VCU, W, H,Oklahoma
Rice, W, A,Oklahoma
Arkansas, L, A,Oklahoma
Coppin St., W, H,Oklahoma
Maryland Eastern Shore, W, H,Oklahoma
Kansas St., W, A,Oklahoma
Texas, W, H,Oklahoma
Texas A&M, W, A,Oklahoma
Nebraska, W, H,Oklahoma
Baylor, W, H,Oklahoma
Oklahoma St., W, A,Oklahoma
Iowa St., W, A,Oklahoma
Texas A&M, W, H,Oklahoma
Colorado, W, H,Oklahoma
Baylor, W, A,Oklahoma
Texas Tech, W, H,Oklahoma
Texas, L, A,Oklahoma
Kansas, L, H,Oklahoma
Texas Tech, W, A,Oklahoma
Missouri, L, A,Oklahoma
Oklahoma St., W, H,Oklahoma
Oklahoma St., L, N,Oklahoma
Morgan St., W, N,Oklahoma
Michigan, W, N,Oklahoma
Syracuse, W, N,Oklahoma
North Carolina, L, N,Oklahoma
Idaho, W, H,Gonzaga
Oklahoma St., W, N,Gonzaga
Maryland, W, N,Gonzaga
Tennessee, W, N,Gonzaga
Indiana, W, A,Gonzaga
Washington St., W, A,Gonzaga
Arizona, L, A,Gonzaga
Texas Southern, W, H,Gonzaga
Connecticut, L, H,Gonzaga
Portland St., L, H,Gonzaga
Utah, L, A,Gonzaga
Tennessee, W, A,Gonzaga
Portland, W, H,Gonzaga
Santa Clara, W, H,Gonzaga
San Francisco, W, H,Gonzaga
Pepperdine, W, A,Gonzaga
Loyola Marymount, W, A,Gonzaga
Saint Mary's, W, H,Gonzaga
San Diego, W, H,Gonzaga
Portland, W, A,Gonzaga
Memphis, L, H,Gonzaga
Saint Mary's, W, A,Gonzaga
San Francisco, W, A,Gonzaga
Loyola Marymount, W, H,Gonzaga
Pepperdine, W, H,Gonzaga
Santa Clara, W, A,Gonzaga
San Diego, W, A,Gonzaga
USC Upstate, W, H,Gonzaga
Santa Clara, W, N,Gonzaga
Saint Mary's, W, N,Gonzaga
Akron, W, N,Gonzaga
Western Kentucky, W, N,Gonzaga
North Carolina, L, N,Gonzaga
Idaho, W, H,Michigan St.
IPFW, W, A,Michigan St.
Maryland, L, N,Michigan St.
Oklahoma St., W, N,Michigan St.
Wichita St., W, N,Michigan St.
North Carolina, L, H,Michigan St.
Bradley, W, H,Michigan St.
Alcorn St., W, H,Michigan St.
The Citadel, W, H,Michigan St.
Texas, W, A,Michigan St.
Oakland, W, N,Michigan St.
Minnesota, W, A,Michigan St.
Northwestern, W, A,Michigan St.
Ohio St., W, H,Michigan St.
Kansas, W, H,Michigan St.
Penn St., W, A,Michigan St.
Illinois, W, H,Michigan St.
Northwestern, L, H,Michigan St.
Ohio St., W, A,Michigan St.
Iowa, W, A,Michigan St.
Penn St., L, H,Michigan St.
Minnesota, W, H,Michigan St.
Indiana, W, H,Michigan St.
Michigan, W, A,Michigan St.
Purdue, L, A,Michigan St.
Wisconsin, W, H,Michigan St.
Iowa, W, H,Michigan St.
Illinois, W, A,Michigan St.
Indiana, W, A,Michigan St.
Purdue, W, H,Michigan St.
Minnesota, W, N,Michigan St.
Ohio St., L, N,Michigan St.
Robert Morris, W, N,Michigan St.
USC, W, N,Michigan St.
Kansas, W, N,Michigan St.
Louisville, W, N,Michigan St.
Connecticut, W, N,Michigan St.
North Carolina, L, N,Michigan St.
Presbyterian, W, H,Duke
Georgia Southern, W, H,Duke
Rhode Island, W, H,Duke
Southern Illinois, W, N,Duke
Michigan, W, N,Duke
Montana, W, H,Duke
Duquesne, W, H,Duke
Purdue, W, A,Duke
Michigan, L, A,Duke
UNC Asheville, W, H,Duke
Xavier, W, N,Duke
Loyola MD, W, H,Duke
Virginia Tech, W, H,Duke
Davidson, W, H,Duke
Florida St., W, A,Duke
Georgia Tech, W, A,Duke
Georgetown, W, H,Duke
North Carolina St., W, H,Duke
Maryland, W, H,Duke
Wake Forest, L, A,Duke
Virginia, W, H,Duke
Clemson, L, A,Duke
Miami FL, W, H,Duke
North Carolina, L, H,Duke
Boston College, L, A,Duke
St. John's, W, A,Duke
Wake Forest, W, H,Duke
Maryland, W, A,Duke
Virginia Tech, W, A,Duke
Florida St., W, H,Duke
North Carolina, L, A,Duke
Boston College, W, N,Duke
Maryland, W, N,Duke
Florida St., W, N,Duke
Binghamton, W, H,Duke
Texas, W, H,Duke
Villanova, L, N,Duke
Elon, W, H,West Virginia
Longwood, W, H,West Virginia
Delaware St., W, H,West Virginia
Iowa, W, N,West Virginia
Kentucky, L, N,West Virginia
Mississippi, W, A,West Virginia
Cleveland St., W, H,West Virginia
Davidson, L, N,West Virginia
Duquesne, W, A,West Virginia
Miami OH, W, H,West Virginia
Radford, W, H,West Virginia
Ohio St., W, A,West Virginia
Seton Hall, W, A,West Virginia
Connecticut, L, H,West Virginia
Marquette, L, A,West Virginia
Marshall, W, N,West Virginia
South Florida, W, H,West Virginia
Georgetown, W, A,West Virginia
Pittsburgh, L, H,West Virginia
St. John's, W, H,West Virginia
Louisville, L, A,West Virginia
Syracuse, L, A,West Virginia
Providence, W, H,West Virginia
Pittsburgh, L, A,West Virginia
Villanova, W, H,West Virginia
Notre Dame, W, H,West Virginia
Rutgers, W, A,West Virginia
Cincinnati, L, A,West Virginia
South Florida, W, A,West Virginia
DePaul, W, H,West Virginia
Louisville, L, H,West Virginia
Notre Dame, W, N,West Virginia
Pittsburgh, W, N,West Virginia
Syracuse, L, N,West Virginia
Dayton, L, N,West Virginia
Prairie View A&M, W, H,UCLA
Miami OH, W, H,UCLA
Michigan, L, N,UCLA
Southern Illinois, W, N,UCLA
FIU, W, H,UCLA
Texas, L, A,UCLA
Cal St. Northridge, W, H,UCLA
DePaul, W, H,UCLA
Loyola Marymount, W, H,UCLA
Mercer, W, H,UCLA
Wyoming, W, H,UCLA
Louisiana Tech, W, H,UCLA
Oregon St., W, A,UCLA
Oregon, W, A,UCLA
USC, W, A,UCLA
Arizona, W, H,UCLA
Arizona St., L, H,UCLA
Washington St., W, A,UCLA
Washington, L, A,UCLA
California, W, H,UCLA
Stanford, W, H,UCLA
USC, W, H,UCLA
Notre Dame, W, H,UCLA
Arizona St., L, A,UCLA
Arizona, L, A,UCLA
Washington, W, H,UCLA
Washington St., L, H,UCLA
Stanford, W, A,UCLA
California, W, A,UCLA
Oregon St., W, H,UCLA
Oregon, W, H,UCLA
Washington St., W, H,UCLA
USC, L, N,UCLA
VCU, W, N,UCLA
Villanova, L, A,UCLA
Albany, W, H,Villanova
Fordham, W, H,Villanova
Niagara, W, H,Villanova
Monmouth, W, H,Villanova
Towson, W, H,Villanova
Rhode Island, W, H,Villanova
Penn, W, A,Villanova
Houston Baptist, W, H,Villanova
Texas, L, N,Villanova
Saint Joseph's, W, H,Villanova
La Salle, W, A,Villanova
Navy, W, H,Villanova
Temple, W, H,Villanova
Marquette, L, A,Villanova
Seton Hall, W, A,Villanova
Louisville, L, H,Villanova
St. John's, W, H,Villanova
Connecticut, L, A,Villanova
South Florida, W, A,Villanova
Pittsburgh, W, H,Villanova
Cincinnati, W, H,Villanova
Providence, W, A,Villanova
Syracuse, W, H,Villanova
Marquette, W, H,Villanova
West Virginia, L, A,Villanova
Rutgers, W, H,Villanova
Syracuse, W, A,Villanova
DePaul, W, A,Villanova
Georgetown, L, H,Villanova
Notre Dame, W, A,Villanova
Providence, W, H,Villanova
Marquette, W, N,Villanova
Louisville, L, N,Villanova
American, W, H,Villanova
UCLA, W, H,Villanova
Duke, W, N,Villanova
Pittsburgh, W, N,Villanova
North Carolina, L, N,Villanova
UMKC, W, H,Kansas
Florida Gulf Coast, W, H,Kansas
Washington, W, H,Kansas
Syracuse, L, H,Kansas
Coppin St., W, H,Kansas
Kent St., W, H,Kansas
New Mexico St., W, H,Kansas
Jackson St., W, H,Kansas
Massachusetts, L, H,Kansas
Temple, W, H,Kansas
Arizona, L, A,Kansas
Albany, W, H,Kansas
Tennessee, W, H,Kansas
Siena, W, H,Kansas
Michigan St., L, A,Kansas
Kansas St., W, H,Kansas
Colorado, W, A,Kansas
Texas A&M, W, H,Kansas
Iowa St., W, A,Kansas
Nebraska, W, A,Kansas
Colorado, W, H,Kansas
Baylor, W, A,Kansas
Oklahoma St., W, H,Kansas
Missouri, L, A,Kansas
Kansas St., W, A,Kansas
Iowa St., W, H,Kansas
Nebraska, W, H,Kansas
Oklahoma, W, A,Kansas
Missouri, W, H,Kansas
Texas Tech, L, A,Kansas
Texas, W, H,Kansas
Baylor, L, N,Kansas
North Dakota St., W, N,Kansas
Dayton, W, N,Kansas
Michigan St., L, N,Kansas
Mississippi Valley St., W, H,Arizona St.
San Diego St., W, A,Arizona St.
Pepperdine, W, H,Arizona St.
Charlotte, W, N,Arizona St.
Baylor, L, N,Arizona St.
UTEP, W, N,Arizona St.
Jackson St., W, H,Arizona St.
Nebraska, W, H,Arizona St.
IUPUI, W, H,Arizona St.
BYU, W, H,Arizona St.
Idaho St., W, H,Arizona St.
Central Connecticut, W, H,Arizona St.
Stanford, W, A,Arizona St.
California, L, A,Arizona St.
Oregon St., W, H,Arizona St.
Oregon, W, H,Arizona St.
USC, L, A,Arizona St.
UCLA, W, A,Arizona St.
Arizona, W, A,Arizona St.
Washington St., L, H,Arizona St.
Washington, L, H,Arizona St.
Oregon, W, A,Arizona St.
Oregon St., W, A,Arizona St.
UCLA, W, H,Arizona St.
USC, W, H,Arizona St.
Arizona, W, H,Arizona St.
Washington, L, A,Arizona St.
Washington St., L, A,Arizona St.
Stanford, L, H,Arizona St.
California, W, H,Arizona St.
Arizona, W, N,Arizona St.
Washington, W, N,Arizona St.
USC, L, A,Arizona St.
Temple, W, N,Arizona St.
Syracuse, L, N,Arizona St.
Richmond, W, H,Syracuse
Oakland, W, H,Syracuse
Florida, W, N,Syracuse
Kansas, W, A,Syracuse
Virginia, W, H,Syracuse
Colgate, W, H,Syracuse
Cornell, W, H,Syracuse
Long Beach St., W, H,Syracuse
Cleveland St., L, H,Syracuse
Canisius, W, H,Syracuse
Memphis, W, A,Syracuse
Coppin St., W, H,Syracuse
Seton Hall, W, H,Syracuse
South Florida, W, A,Syracuse
DePaul, W, H,Syracuse
Rutgers, W, A,Syracuse
Georgetown, L, A,Syracuse
Notre Dame, W, H,Syracuse
Pittsburgh, L, A,Syracuse
Louisville, L, H,Syracuse
Providence, L, A,Syracuse
West Virginia, W, H,Syracuse
Villanova, L, A,Syracuse
Connecticut, L, A,Syracuse
Georgetown, W, H,Syracuse
Villanova, L, H,Syracuse
St. John's, W, A,Syracuse
Cincinnati, W, H,Syracuse
Rutgers, W, H,Syracuse
Marquette, W, A,Syracuse
Seton Hall, W, N,Syracuse
Connecticut, W, N,Syracuse
West Virginia, W, N,Syracuse
Louisville, L, N,Syracuse
Stephen F. Austin, W, N,Syracuse
Arizona St., W, N,Syracuse
Oklahoma, L, N,Syracuse
Portland, L, A,Washington
Cleveland St., W, H,Washington
FIU, W, H,Washington
Kansas, L, A,Washington
Florida, L, N,Washington
Pacific, W, H,Washington
Oklahoma St., W, H,Washington
Texas Southern, W, H,Washington
Portland St., W, H,Washington
Eastern Washington, W, H,Washington
Montana, W, H,Washington
Morgan St., W, H,Washington
Washington St., W, A,Washington
Stanford, W, H,Washington
California, L, H,Washington
Oregon, W, A,Washington
Oregon St., W, A,Washington
USC, W, H,Washington
UCLA, W, H,Washington
Arizona, L, A,Washington
Arizona St., W, A,Washington
California, L, A,Washington
Stanford, W, A,Washington
Oregon St., W, H,Washington
Oregon, W, H,Washington
UCLA, L, A,Washington
USC, W, A,Washington
Arizona St., W, H,Washington
Arizona, W, H,Washington
Washington St., W, H,Washington
Stanford, W, N,Washington
Arizona St., L, N,Washington
Mississippi St., W, N,Washington
Purdue, L, N,Washington
Detroit, W, H,Purdue
Eastern Michigan, W, H,Purdue
Loyola Chicago, W, H,Purdue
Coppin St., W, H,Purdue
Boston College, W, N,Purdue
Oklahoma, L, N,Purdue
Duke, L, H,Purdue
Arkansas Pine Bluff, W, H,Purdue
Ball St., W, A,Purdue
Indiana St., W, H,Purdue
Davidson, W, H,Purdue
IPFW, W, H,Purdue
Valparaiso, W, H,Purdue
Illinois, L, H,Purdue
Penn St., L, A,Purdue
Wisconsin, W, H,Purdue
Northwestern, W, A,Purdue
Iowa, W, H,Purdue
Minnesota, W, A,Purdue
Wisconsin, W, A,Purdue
Michigan, W, H,Purdue
Ohio St., L, A,Purdue
Illinois, L, A,Purdue
Penn St., W, H,Purdue
Iowa, W, A,Purdue
Michigan St., W, H,Purdue
Indiana, W, H,Purdue
Michigan, L, A,Purdue
Ohio St., W, H,Purdue
Northwestern, L, H,Purdue
Michigan St., L, A,Purdue
Penn St., W, N,Purdue
Illinois, W, N,Purdue
Ohio St., W, N,Purdue
Northern Iowa, W, N,Purdue
Washington, W, N,Purdue
Connecticut, L, N,Purdue
Houston Baptist, W, H,Marquette
Chicago St., W, H,Marquette
Milwaukee, W, H,Marquette
Texas Southern, W, H,Marquette
Northern Iowa, W, N,Marquette
Dayton, L, N,Marquette
Central Michigan, W, H,Marquette
Wisconsin, W, H,Marquette
IPFW, W, H,Marquette
Tennessee, L, A,Marquette
Western Carolina, W, H,Marquette
North Carolina St., W, A,Marquette
Presbyterian, W, H,Marquette
Villanova, W, H,Marquette
Cincinnati, W, H,Marquette
Rutgers, W, A,Marquette
West Virginia, W, H,Marquette
Providence, W, A,Marquette
DePaul, W, H,Marquette
Notre Dame, W, A,Marquette
Georgetown, W, H,Marquette
DePaul, W, A,Marquette
South Florida, L, A,Marquette
Villanova, L, A,Marquette
St. John's, W, H,Marquette
Seton Hall, W, H,Marquette
Georgetown, W, A,Marquette
Connecticut, L, H,Marquette
Louisville, L, A,Marquette
Pittsburgh, L, A,Marquette
Syracuse, L, H,Marquette
St. John's, W, A,Marquette
Villanova, L, N,Marquette
Utah St., W, N,Marquette
Missouri, L, N,Marquette
IPFW, W, H,Xavier
Toledo, W, H,Xavier
Missouri, W, N,Xavier
Virginia Tech, W, N,Xavier
Memphis, W, N,Xavier
Miami OH, W, H,Xavier
Auburn, W, H,Xavier
Ohio, W, H,Xavier
Cincinnati, W, A,Xavier
Duke, L, N,Xavier
Butler, L, H,Xavier
Robert Morris, W, H,Xavier
Virginia, W, A,Xavier
Saint Louis, W, H,Xavier
Fordham, W, A,Xavier
Rhode Island, W, A,Xavier
La Salle, W, H,Xavier
St. Bonaventure, W, A,Xavier
LSU, W, A,Xavier
Charlotte, W, H,Xavier
Massachusetts, W, H,Xavier
Temple, W, H,Xavier
Duquesne, L, A,Xavier
Dayton, L, A,Xavier
Fordham, W, H,Xavier
Charlotte, L, A,Xavier
George Washington, W, H,Xavier
Saint Joseph's, W, A,Xavier
Dayton, W, H,Xavier
Richmond, L, A,Xavier
Saint Louis, W, N,Xavier
Temple, L, N,Xavier
Portland St., W, N,Xavier
Wisconsin, W, N,Xavier
Pittsburgh, L, N,Xavier
Long Beach St., W, H,BYU
Pepperdine, W, A,BYU
North Florida, W, H,BYU
Rice, W, H,BYU
Cal Poly, W, H,BYU
Idaho St., W, A,BYU
Weber St., W, A,BYU
Utah St., W, N,BYU
Boise St., W, H,BYU
Portland, W, H,BYU
Arizona St., L, A,BYU
Tulsa, W, A,BYU
Wake Forest, L, H,BYU
Colorado St., W, A,BYU
TCU, W, H,BYU
New Mexico, L, A,BYU
UNLV, L, H,BYU
San Diego St., W, H,BYU
Utah, L, A,BYU
Wyoming, W, H,BYU
Air Force, W, A,BYU
Colorado St., W, H,BYU
TCU, W, A,BYU
New Mexico, W, H,BYU
UNLV, L, A,BYU
San Diego St., W, A,BYU
Utah, W, H,BYU
Wyoming, W, A,BYU
Air Force, W, H,BYU
Air Force, W, N,BYU
San Diego St., L, N,BYU
Texas A&M, L, N,BYU
Stetson, W, H,Texas
Tulane, W, H,Texas
Saint Joseph's, W, N,Texas
Notre Dame, L, N,Texas
Oregon, W, N,Texas
Rice, W, H,Texas
UCLA, W, H,Texas
Villanova, W, N,Texas
Texas St., W, H,Texas
Texas Southern, W, H,Texas
Michigan St., L, H,Texas
Wisconsin, W, A,Texas
Appalachian St., W, H,Texas
Arkansas, L, A,Texas
Iowa St., W, H,Texas
Oklahoma, L, A,Texas
Texas Tech, W, A,Texas
Texas A&M, W, H,Texas
Baylor, W, A,Texas
Kansas St., L, H,Texas
Missouri, L, H,Texas
Nebraska, L, A,Texas
Oklahoma St., W, H,Texas
Colorado, W, A,Texas
Texas A&M, L, A,Texas
Oklahoma, W, H,Texas
Texas Tech, W, H,Texas
Oklahoma St., L, A,Texas
Baylor, W, H,Texas
Kansas, L, A,Texas
Colorado, W, N,Texas
Kansas St., W, N,Texas
Baylor, L, N,Texas
Minnesota, W, N,Texas
Duke, L, A,Texas
Hofstra, W, H,Clemson
TCU, W, H,Clemson
Temple, W, H,Clemson
Wofford, W, H,Clemson
Charlotte, W, A,Clemson
Savannah St., W, H,Clemson
Presbyterian, W, H,Clemson
Illinois, W, A,Clemson
Liberty, W, H,Clemson
South Carolina St., W, H,Clemson
North Florida, W, H,Clemson
Miami FL, W, A,Clemson
South Carolina, W, A,Clemson
East Carolina, W, H,Clemson
Alabama, W, H,Clemson
North Carolina St., W, H,Clemson
Wake Forest, L, H,Clemson
North Carolina, L, A,Clemson
Georgia Tech, W, H,Clemson
Virginia Tech, W, A,Clemson
Duke, W, H,Clemson
Florida St., L, H,Clemson
Boston College, W, A,Clemson
Virginia, L, A,Clemson
Maryland, W, H,Clemson
Georgia Tech, W, A,Clemson
Virginia Tech, L, H,Clemson
Florida St., L, A,Clemson
Virginia, W, H,Clemson
Wake Forest, L, A,Clemson
Georgia Tech, L, A,Clemson
Michigan, L, N,Clemson
North Carolina Central, W, H,Wake Forest
UNC Wilmington, W, H,Wake Forest
Winston Salem St., W, H,Wake Forest
Cal St. Fullerton, W, A,Wake Forest
UTEP, W, N,Wake Forest
Baylor, W, N,Wake Forest
Indiana, W, H,Wake Forest
Bucknell, W, H,Wake Forest
Wright St., W, H,Wake Forest
Richmond, W, A,Wake Forest
East Carolina, W, A,Wake Forest
Radford, W, H,Wake Forest
BYU, W, A,Wake Forest
North Carolina, W, H,Wake Forest
Boston College, W, A,Wake Forest
Clemson, W, A,Wake Forest
Virginia Tech, L, H,Wake Forest
Duke, W, H,Wake Forest
Georgia Tech, L, A,Wake Forest
Miami FL, L, A,Wake Forest
Boston College, W, H,Wake Forest
North Carolina St., L, A,Wake Forest
Florida St., W, H,Wake Forest
Georgia Tech, W, H,Wake Forest
Duke, L, A,Wake Forest
North Carolina St., W, H,Wake Forest
Virginia, W, A,Wake Forest
Maryland, W, A,Wake Forest
Clemson, W, H,Wake Forest
Maryland, L, N,Wake Forest
Cleveland St., L, N,Wake Forest
Eastern Washington, W, H,Illinois
Texas A&M Corpus Chris, W, H,Illinois
Vanderbilt, W, A,Illinois
Jackson St., W, H,Illinois
Kent St., W, N,Illinois
Tulsa, W, N,Illinois
Clemson, L, H,Illinois
Georgia, W, H,Illinois
Hawaii, W, H,Illinois
Chicago St., W, H,Illinois
Detroit, W, H,Illinois
Missouri, W, N,Illinois
Eastern Michigan, W, H,Illinois
Purdue, W, A,Illinois
Michigan, L, A,Illinois
Indiana, W, H,Illinois
Michigan, W, H,Illinois
Michigan St., L, A,Illinois
Ohio St., W, H,Illinois
Wisconsin, W, H,Illinois
Minnesota, L, A,Illinois
Iowa, W, H,Illinois
Wisconsin, L, A,Illinois
Purdue, W, H,Illinois
Northwestern, W, A,Illinois
Indiana, W, A,Illinois
Penn St., L, H,Illinois
Ohio St., W, A,Illinois
Minnesota, W, H,Illinois
Michigan St., L, H,Illinois
Penn St., L, A,Illinois
Michigan, W, N,Illinois
Purdue, L, N,Illinois
Western Kentucky, L, N,Illinois
UTSA, W, H,Oklahoma St.
North Texas, W, H,Oklahoma St.
Tulsa, W, H,Oklahoma St.
Grambling St., W, H,Oklahoma St.
Gonzaga, L, N,Oklahoma St.
Michigan St., L, N,Oklahoma St.
Siena, W, N,Oklahoma St.
Washington, L, A,Oklahoma St.
Texas A&M Corpus Chris, W, A,Oklahoma St.
Mercer, W, H,Oklahoma St.
Rhode Island, W, H,Oklahoma St.
Arkansas St., W, H,Oklahoma St.
Northwestern St., W, H,Oklahoma St.
Savannah St., W, H,Oklahoma St.
Texas A&M, W, H,Oklahoma St.
Baylor, L, A,Oklahoma St.
Missouri, L, H,Oklahoma St.
Nebraska, W, A,Oklahoma St.
Oklahoma, L, H,Oklahoma St.
Texas A&M, L, A,Oklahoma St.
Texas Tech, W, H,Oklahoma St.
Kansas, L, A,Oklahoma St.
Texas, L, A,Oklahoma St.
